origin,tipo,adr
Portugal,work+rest,160.0
Portugal,work+rest,160.0
Portugal,work+rest,95.0
Portugal,work+rest,160.0
Portugal,work+rest,120.0
Portugal,work+rest,120.0
International,work+rest,95.4
Portugal,work+rest,95.0
Portugal,work+rest,95.0
Portugal,work+rest,120.0
Portugal,work+rest,120.0
Portugal,work+rest,160.0
Portugal,work+rest,160.0
Portugal,work+rest,95.0
Portugal,work+rest,95.0
Portugal,work+rest,160.0
Portugal,work+rest,160.0
Portugal,work+rest,120.0
Portugal,work+rest,120.0
Portugal,work+rest,120.0
International,work+rest,135.9
Portugal,work+rest,95.0
Portugal,work+rest,95.0
Portugal,work+rest,120.0
Portugal,work+rest,120.0
Portugal,work+rest,160.0
Portugal,work+rest,160.0
Portugal,work+rest,95.0
Portugal,work+rest,120.0
Portugal,work+rest,160.0
Portugal,work+rest,160.0
International,work+rest,100.8
Portugal,work+rest,120.0
International,work+rest,113.4
International,work+rest,126.9
International,work+rest,175.1
International,work+rest,113.4
International,work+rest,113.4
International,work+rest,113.4
International,work+rest,113.4
International,work+rest,113.4
International,work+rest,113.4
International,work+rest,113.4
International,work+rest,113.4
International,work+rest,113.4
Portugal,work+rest,73.96
Portugal,work+rest,73.96
Portugal,work+rest,73.96
Portugal,work,110.0
Portugal,work,180.0
International,work+rest,95.4
International,work+rest,95.4
International,work+rest,115.2
International,work+rest,95.4
International,work+rest,115.2
International,work+rest,115.2
International,work+rest,115.2
International,work+rest,95.4
Portugal,work+rest,96.0
International,work+rest,115.2
International,work+rest,115.2
International,work+rest,95.4
International,work+rest,95.4
Portugal,work+rest,96.0
International,work+rest,95.4
Portugal,work+rest,96.0
International,work+rest,98.1
International,work+rest,95.4
International,work+rest,95.4
International,work+rest,115.2
International,work+rest,115.2
International,work+rest,115.2
International,work+rest,95.4
Portugal,work+rest,96.0
Portugal,work+rest,96.0
International,work+rest,108.9
International,work+rest,108.9
International,work+rest,98.1
Portugal,work+rest,96.0
International,work+rest,106.2
International,work+rest,108.9
International,work+rest,106.2
Portugal,work+rest,96.0
International,work+rest,108.9
International,work+rest,108.9
International,work+rest,106.2
International,work+rest,106.2
Portugal,work+rest,96.0
International,work+rest,108.9
Portugal,work+rest,96.0
International,work+rest,108.9
Portugal,work+rest,96.0
International,work+rest,132.3
International,work+rest,108.9
International,work+rest,106.2
Portugal,work+rest,96.0
International,work+rest,108.9
International,work+rest,128.7
Portugal,work+rest,96.0
International,work+rest,106.2
Portugal,work+rest,96.0
Portugal,work+rest,96.0
International,work+rest,132.3
Portugal,work+rest,96.0
Portugal,work+rest,96.0
International,work+rest,108.9
International,work+rest,106.2
Portugal,work+rest,96.0
Portugal,work+rest,96.0
Portugal,work+rest,96.0
International,work+rest,108.9
International,work+rest,92.65
International,work+rest,122.4
International,work+rest,102.85
International,work+rest,122.4
International,work+rest,294.0
International,work+rest,143.55
International,work+rest,132.3
International,weekend,97.2
Portugal,weekend,140.0
International,weekend,132.3
International,weekend,155.0
International,weekend,127.0
International,weekend,108.0
International,weekend,134.0
International,weekend,113.4
International,work+rest,108.0
International,work+rest,147.0
International,work+rest,119.07
International,work+rest,147.0
International,work+rest,118.8
International,work+rest,133.0
International,work+rest,126.0
International,work+rest,108.0
Portugal,work+rest,108.0
International,work+rest,114.3
International,work+rest,113.4
International,work+rest,116.1
International,work+rest,108.0
International,work+rest,108.0
Portugal,work+rest,107.0
International,work+rest,129.0
International,work+rest,108.0
International,work+rest,139.28
International,work+rest,139.5
Portugal,work+rest,123.82
International,work+rest,119.85
International,work+rest,125.55
International,work+rest,90.1
International,work+rest,90.1
International,work+rest,100.3
International,work+rest,125.1
International,work+rest,100.3
International,weekend,126.0
Portugal,weekend,83.85
International,weekend,108.0
International,work+rest,119.07
International,work+rest,135.0
International,work+rest,113.4
International,work+rest,108.0
International,work+rest,97.2
International,work+rest,108.0
International,work+rest,215.55
International,work+rest,129.0
International,work+rest,126.0
International,work+rest,108.0
Portugal,work+rest,105.0
International,work+rest,116.1
International,work+rest,135.0
International,work+rest,149.0
International,work+rest,135.0
International,work+rest,153.0
International,work+rest,105.3
Portugal,work+rest,106.0
International,work+rest,102.85
Portugal,work+rest,100.0
Portugal,work+rest,100.0
International,work+rest,118.8
International,work+rest,102.85
Portugal,work+rest,100.0
Portugal,work+rest,100.0
Portugal,work+rest,100.0
Portugal,work+rest,100.0
International,work+rest,108.0
Portugal,work+rest,100.0
Portugal,work+rest,100.0
International,work+rest,132.3
International,work+rest,152.78
International,work+rest,108.8
Portugal,work+rest,111.6
Portugal,work+rest,100.0
International,work+rest,108.8
Portugal,work+rest,100.0
International,work+rest,102.85
Portugal,work+rest,100.0
International,work+rest,108.8
International,work+rest,139.28
International,work+rest,126.3
Portugal,work+rest,100.0
International,work+rest,102.85
International,work+rest,139.5
Portugal,work+rest,100.0
Portugal,work+rest,100.0
International,work+rest,168.3
Portugal,work+rest,100.0
Portugal,work+rest,100.0
Portugal,work+rest,100.0
Portugal,work+rest,100.0
International,work+rest,133.45
International,work+rest,163.8
International,work+rest,173.25
Portugal,work+rest,85.0
International,work,108.0
International,work,98.1
International,work,98.1
International,work,98.1
International,work,98.1
International,work,118.8
International,work,108.0
International,work,103.5
International,work,101.05
International,work,125.1
International,work,116.1
International,work,108.9
International,work,108.9
International,work,125.1
International,work,101.05
International,work,129.0
International,work,122.4
International,work,180.9
International,work,125.1
International,work,122.4
International,work,122.4
International,work,118.8
International,work,125.55
International,work,139.5
International,work,102.85
Portugal,work,82.28
Portugal,work,82.28
International,work,151.2
International,work,102.06
Portugal,work,96.8
International,work,160.3
Portugal,work,131.0
Portugal,work+rest,80.0
Portugal,work+rest,90.0
Portugal,work,229.46
International,work,140.0
Portugal,work+rest,90.0
Portugal,work+rest,80.0
Portugal,work+rest,80.0
Portugal,work+rest,90.0
Portugal,work+rest,80.0
Portugal,work+rest,80.0
Portugal,work+rest,80.0
Portugal,work+rest,80.0
Portugal,work+rest,90.0
Portugal,work+rest,80.0
Portugal,work+rest,80.0
Portugal,work+rest,80.0
Portugal,work+rest,90.0
Portugal,work+rest,80.0
Portugal,work+rest,90.0
International,work+rest,132.6
International,work,97.2
International,work,125.55
Portugal,work,120.0
Portugal,work,120.0
Portugal,work,120.0
Portugal,work,120.0
International,work,139.5
Portugal,work,120.0
Portugal,work,120.0
International,work,125.55
Portugal,work,120.0
Portugal,work,89.0
Portugal,work,78.2
International,work,113.4
Portugal,work,120.0
Portugal,work,78.2
Portugal,work,120.0
International,work,225.0
International,work,216.0
Portugal,work,120.0
Portugal,work,120.0
Portugal,work,120.0
Portugal,work,78.2
Portugal,work,78.2
Portugal,work,89.0
Portugal,work,120.0
International,work,108.0
Portugal,work,120.0
Portugal,work,120.0
Portugal,work,120.0
Portugal,work,120.0
International,work,139.5
International,work,122.4
International,work,108.0
International,work,157.5
International,work,178.2
International,work,98.1
Portugal,work,89.0
International,work,118.8
International,work,157.5
Portugal,work,89.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
International,work+rest,98.1
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
International,work,118.8
Portugal,work,89.0
Portugal,work,89.0
International,work+rest,151.2
Portugal,work,170.63
Portugal,work,59.0
Portugal,work,59.0
Portugal,work,97.02
Portugal,work,145.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,95.04
International,work,118.8
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,229.6
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
International,work,118.8
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
International,work,151.2
International,work,119.07
International,work,135.0
International,work,108.0
International,work,190.8
International,work,132.3
International,work,122.4
International,work,132.3
International,work,151.2
Portugal,work,109.0
International,work,151.2
International,work,125.55
International,work,176.4
International,work,159.3
International,work,140.4
Portugal,work,119.0
Portugal,work+rest,75.0
International,work+rest,108.0
Portugal,work+rest,140.0
International,work+rest,92.65
International,work+rest,132.3
International,work+rest,122.4
Portugal,work+rest,102.0
International,work+rest,108.9
International,work+rest,176.4
International,work+rest,132.3
International,work+rest,205.0
International,work+rest,102.85
International,work+rest,108.0
International,work,121.5
Portugal,work,146.92
International,work,106.92
International,work,135.0
International,work,121.5
Portugal,work,133.6
International,work,141.3
International,work,132.3
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,65.0
International,work,124.1
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,108.9
Portugal,work,135.0
International,work,124.1
International,work,85.5
International,work,141.3
Portugal,work,65.0
International,work,141.3
International,work,170.0
International,work,141.3
Portugal,work,65.0
Portugal,work,65.0
International,work,141.3
Portugal,work,166.25
International,work,98.1
Portugal,work,65.0
Portugal,work,65.0
International,work,103.5
Portugal,work,65.0
Portugal,work+rest,80.0
Portugal,work+rest,80.0
Portugal,work+rest,110.0
Portugal,work+rest,80.0
International,work+rest,118.8
Portugal,work+rest,80.0
Portugal,work+rest,80.0
International,work+rest,151.2
International,work+rest,118.8
International,work+rest,171.72
International,work+rest,118.8
International,work+rest,118.8
Portugal,work+rest,80.0
International,work+rest,108.9
International,work+rest,113.4
International,work+rest,118.8
Portugal,work+rest,80.0
Portugal,work+rest,80.0
International,work+rest,151.2
Portugal,work+rest,80.0
International,work+rest,103.5
Portugal,work+rest,101.87
International,work+rest,139.5
Portugal,work+rest,176.0
International,work+rest,150.45
Portugal,work+rest,235.94
International,work+rest,150.45
Portugal,work,185.0
International,work+rest,122.4
International,work+rest,118.8
International,work+rest,118.8
International,work+rest,98.1
International,work+rest,118.8
International,work+rest,151.2
International,work+rest,108.9
International,work+rest,108.0
International,work+rest,170.4
International,work+rest,139.5
International,work+rest,118.8
International,work+rest,137.38
International,work+rest,170.4
International,work+rest,118.8
Portugal,work+rest,80.75
International,work+rest,190.8
International,work+rest,118.8
International,work+rest,113.4
International,work+rest,132.3
Portugal,weekend,120.0
International,weekend,108.0
Portugal,weekend,120.0
International,weekend,151.2
International,weekend,108.0
International,weekend,108.0
International,weekend,97.2
Portugal,weekend,120.0
International,weekend,151.2
Portugal,weekend,120.0
International,weekend,108.0
International,weekend,108.0
International,weekend,108.0
International,weekend,108.0
International,weekend,119.0
International,weekend,139.5
International,weekend,135.0
International,weekend,108.0
International,work+rest,151.2
Portugal,work+rest,80.0
International,work+rest,132.3
International,work+rest,138.0
International,work+rest,118.8
Portugal,work+rest,75.23
Portugal,work+rest,85.0
Portugal,work+rest,130.0
International,work+rest,100.3
International,work+rest,100.3
International,work+rest,100.3
International,work+rest,106.25
International,work+rest,100.3
International,work+rest,100.3
International,work+rest,143.79
International,work+rest,79.59
International,package,91.69
International,package,91.69
International,weekend,108.0
Portugal,weekend,120.0
Portugal,weekend,120.0
International,weekend,108.0
Portugal,weekend,120.0
Portugal,weekend,120.0
Portugal,weekend,120.0
International,weekend,108.0
Portugal,weekend,120.0
Portugal,weekend,120.0
International,weekend,108.0
International,weekend,126.0
Portugal,weekend,120.0
Portugal,weekend,120.0
International,weekend,98.1
Portugal,weekend,120.0
Portugal,weekend,120.0
Portugal,weekend,120.0
Portugal,weekend,120.0
Portugal,weekend,120.0
International,weekend,108.0
Portugal,weekend,120.0
International,weekend,108.0
Portugal,weekend,120.0
Portugal,weekend,120.0
Portugal,weekend,120.0
Portugal,weekend,120.0
Portugal,weekend,120.0
International,weekend,108.0
Portugal,weekend,120.0
Portugal,weekend,120.0
International,weekend,108.0
Portugal,weekend,120.0
Portugal,weekend,120.0
Portugal,weekend,120.0
Portugal,weekend,120.0
Portugal,weekend,108.0
Portugal,weekend,120.0
International,work+rest,118.8
International,work+rest,108.0
International,work+rest,118.8
International,work+rest,144.9
International,work+rest,224.0
Portugal,work+rest,106.0
International,work+rest,132.3
International,work+rest,118.8
International,work+rest,132.3
International,work+rest,119.07
International,work+rest,113.4
International,work+rest,186.0
International,work+rest,148.28
International,work+rest,108.0
International,work+rest,135.0
International,work+rest,102.6
International,work+rest,119.07
International,work+rest,151.2
International,work+rest,132.3
International,work+rest,102.51
International,work+rest,132.3
International,work+rest,132.3
International,work+rest,132.3
International,work+rest,132.3
International,work+rest,132.3
International,rest,139.5
International,work,108.0
International,work,98.1
International,work,78.48
International,work,108.0
Portugal,work,250.0
International,work,108.0
International,work,108.0
International,work,98.1
International,work,98.1
International,work,98.1
International,work,98.1
International,work,78.48
International,work,108.0
International,work,98.1
International,work,78.48
International,work,108.0
Portugal,work,250.0
International,work,98.1
Portugal,work,250.0
Portugal,work,99.71
Portugal,work,120.0
Portugal,work,120.0
Portugal,work,99.71
Portugal,work,120.0
Portugal,work,120.0
International,work,97.2
Portugal,work,99.71
Portugal,work,120.0
Portugal,work,120.0
Portugal,work,151.2
Portugal,work,96.3
Portugal,work,72.25
International,work,108.0
International,work,118.8
International,work,199.8
Portugal,work,176.8
International,work,132.3
International,work,132.3
International,work,135.0
International,work,132.3
International,work,135.0
International,work+rest,132.3
International,work,151.2
International,work,151.5
International,work,98.1
International,work,98.1
International,work,98.1
International,work,98.1
International,work,108.0
International,work,98.1
International,work,98.1
International,work,108.0
International,work,98.1
International,work,98.1
International,work,108.0
International,work,98.1
International,work,98.1
International,work,119.07
Portugal,work,75.0
Portugal,work,75.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,75.0
Portugal,work,75.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,75.0
Portugal,work,75.0
Portugal,work,75.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,75.0
Portugal,work,75.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,75.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,75.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,75.0
Portugal,work,75.0
Portugal,work,75.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,75.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,110.0
International,work,132.3
International,work,132.3
Portugal,work,75.0
Portugal,work,75.0
Portugal,work,75.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,75.0
Portugal,work,75.0
Portugal,work,75.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,75.0
Portugal,work,75.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,75.0
Portugal,work,75.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,110.0
International,work,139.5
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,110.0
International,work,187.2
Portugal,work+rest,135.0
Portugal,work+rest,135.0
Portugal,work+rest,135.0
International,work+rest,135.0
International,work+rest,135.0
Portugal,work+rest,135.0
International,work+rest,176.8
International,work,108.0
International,work,120.0
Portugal,work,250.0
Portugal,work,120.0
Portugal,work,250.0
Portugal,work,59.0
International,work,108.0
International,work,120.0
Portugal,work,59.0
International,work,108.0
International,work,108.0
International,work,108.0
Portugal,work,102.6
Portugal,work,120.0
Portugal,work,120.0
International,work,108.0
International,work,108.0
Portugal,work,102.6
Portugal,work,250.0
Portugal,work,102.6
International,work,108.0
Portugal,work,120.0
Portugal,work,120.0
Portugal,work,85.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,95.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,90.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
International,work,128.7
International,work,147.3
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,105.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
International,work,153.3
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,105.0
International,work,128.4
Portugal,work,95.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
International,work,132.3
International,work,139.5
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
International,work,132.3
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
Portugal,work,105.0
International,work+rest,134.73
Portugal,work,120.0
Portugal,work,106.7
International,work,190.8
International,work,190.8
International,work,139.5
Portugal,work,106.7
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,115.0
Portugal,work+rest,115.0
Portugal,work+rest,115.0
Portugal,work+rest,115.0
Portugal,work+rest,115.0
International,work+rest,148.28
Portugal,work+rest,115.0
Portugal,work+rest,115.0
Portugal,work+rest,115.0
Portugal,work+rest,115.0
Portugal,work+rest,115.0
Portugal,work+rest,115.0
Portugal,work+rest,115.0
Portugal,work+rest,115.0
Portugal,work+rest,115.0
Portugal,work+rest,115.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,90.0
International,work+rest,132.3
Portugal,work+rest,90.0
Portugal,work+rest,90.0
Portugal,work+rest,119.0
International,work+rest,135.0
International,work+rest,132.3
Portugal,work,115.0
Portugal,work,115.0
Portugal,work,176.4
Portugal,work,115.0
Portugal,work,115.0
International,work,176.4
Portugal,work,115.0
International,work+rest,148.6
International,work+rest,154.5
International,work+rest,111.6
International,work+rest,132.3
Portugal,work+rest,115.0
Portugal,work+rest,115.0
Portugal,work+rest,115.0
Portugal,work+rest,115.0
International,work+rest,158.4
Portugal,work+rest,95.0
Portugal,work+rest,115.0
Portugal,work+rest,115.0
International,work+rest,161.33
Portugal,work+rest,115.0
Portugal,work+rest,115.0
Portugal,work+rest,115.0
Portugal,work+rest,115.0
Portugal,work+rest,115.0
Portugal,work+rest,115.0
Portugal,work+rest,115.0
International,work+rest,106.3
Portugal,work+rest,115.0
International,work+rest,145.2
Portugal,work+rest,115.0
Portugal,work+rest,115.0
Portugal,work+rest,115.0
Portugal,work+rest,115.0
International,work+rest,145.2
Portugal,work+rest,115.0
International,work+rest,132.3
Portugal,work+rest,115.0
Portugal,work+rest,115.0
Portugal,work+rest,115.0
Portugal,work+rest,115.0
Portugal,work+rest,115.0
Portugal,work+rest,115.0
International,work+rest,166.8
International,work+rest,132.3
International,work+rest,151.2
International,work+rest,190.8
International,work+rest,94.35
International,work+rest,190.8
Portugal,weekend,110.0
Portugal,weekend,90.0
Portugal,weekend,90.0
International,weekend,107.1
Portugal,weekend,90.0
Portugal,weekend,90.0
Portugal,weekend,110.0
Portugal,weekend,110.0
Portugal,weekend,90.0
Portugal,weekend,110.0
Portugal,weekend,90.0
Portugal,weekend,110.0
Portugal,weekend,110.0
Portugal,weekend,115.0
International,weekend,107.1
Portugal,weekend,90.0
Portugal,weekend,90.0
Portugal,weekend,90.0
Portugal,weekend,90.0
Portugal,weekend,110.0
Portugal,weekend,90.0
Portugal,weekend,110.0
Portugal,weekend,90.0
Portugal,weekend,115.0
Portugal,weekend,115.0
Portugal,weekend,90.0
Portugal,weekend,110.0
Portugal,weekend,110.0
International,weekend,107.1
Portugal,weekend,110.0
Portugal,weekend,110.0
Portugal,weekend,90.0
Portugal,weekend,115.0
Portugal,weekend,90.0
Portugal,weekend,110.0
Portugal,weekend,110.0
Portugal,weekend,110.0
Portugal,weekend,90.0
Portugal,weekend,90.0
Portugal,weekend,110.0
Portugal,weekend,110.0
Portugal,weekend,90.0
Portugal,weekend,90.0
Portugal,weekend,90.0
Portugal,weekend,90.0
Portugal,weekend,110.0
Portugal,weekend,90.0
Portugal,weekend,90.0
Portugal,weekend,115.0
International,weekend,107.1
International,weekend,151.2
Portugal,weekend,110.0
Portugal,weekend,110.0
Portugal,weekend,90.0
International,weekend,107.1
Portugal,weekend,90.0
Portugal,weekend,96.0
Portugal,weekend,96.0
Portugal,weekend,96.0
Portugal,weekend,96.0
Portugal,weekend,96.0
Portugal,weekend,96.0
Portugal,weekend,96.0
Portugal,weekend,96.0
Portugal,weekend,96.0
Portugal,weekend,96.0
Portugal,weekend,96.0
Portugal,weekend,96.0
Portugal,weekend,96.0
Portugal,weekend,96.0
Portugal,weekend,96.0
Portugal,weekend,96.0
Portugal,weekend,96.0
Portugal,weekend,96.0
International,work+rest,96.3
International,work+rest,219.0
Portugal,work+rest,107.8
International,work+rest,118.8
International,work+rest,151.2
International,work+rest,96.3
International,work+rest,107.1
International,work+rest,140.0
International,work+rest,151.2
International,work+rest,151.2
Portugal,work+rest,108.0
Portugal,work+rest,108.0
International,work+rest,118.8
Portugal,work+rest,108.0
International,work+rest,143.7
Portugal,work+rest,72.0
International,work+rest,158.4
Portugal,work+rest,85.5
International,work+rest,140.0
Portugal,work+rest,108.0
International,work+rest,108.0
International,work+rest,81.81
International,work+rest,81.82
International,work+rest,103.7
International,work+rest,119.0
International,work+rest,103.7
International,work+rest,136.0
International,work+rest,132.3
International,rest,129.51
Portugal,weekend,115.0
International,weekend,126.0
Portugal,weekend,115.0
Portugal,weekend,115.0
Portugal,weekend,115.0
Portugal,weekend,115.0
International,work+rest,158.4
International,work+rest,158.4
International,work+rest,128.7
Portugal,work+rest,179.0
International,work+rest,132.3
Portugal,work+rest,60.0
Portugal,work+rest,60.0
International,work+rest,126.0
Portugal,work+rest,106.0
Portugal,work+rest,60.0
Portugal,work+rest,60.0
Portugal,work+rest,60.0
Portugal,work+rest,60.0
Portugal,work+rest,60.0
Portugal,work+rest,60.0
Portugal,work+rest,60.0
Portugal,work+rest,60.0
International,work+rest,108.0
Portugal,work+rest,60.0
International,work+rest,132.3
International,work+rest,108.0
Portugal,work+rest,60.0
Portugal,work+rest,60.0
Portugal,work+rest,60.0
Portugal,work+rest,60.0
Portugal,work+rest,60.0
Portugal,work+rest,60.0
International,work+rest,108.0
International,work+rest,102.06
International,work+rest,113.4
Portugal,work+rest,60.0
Portugal,work+rest,60.0
Portugal,work+rest,60.0
Portugal,work+rest,60.0
Portugal,work+rest,60.0
Portugal,work+rest,60.0
Portugal,work+rest,60.0
International,work+rest,119.0
Portugal,work+rest,60.0
Portugal,work+rest,60.0
Portugal,work+rest,60.0
Portugal,work+rest,60.0
Portugal,work+rest,60.0
Portugal,work+rest,60.0
Portugal,work+rest,97.6
International,work+rest,118.8
International,work+rest,90.95
International,work+rest,190.8
International,work+rest,153.0
International,work+rest,90.95
International,work+rest,90.95
International,work+rest,160.0
International,work+rest,106.25
International,work+rest,139.5
International,work+rest,208.62
International,work+rest,118.8
International,work+rest,90.95
International,work+rest,140.0
International,work+rest,139.5
International,work+rest,158.4
International,work+rest,108.0
International,work+rest,135.0
Portugal,work,107.0
International,work,153.0
Portugal,work,150.0
International,work,108.0
Portugal,work,150.0
Portugal,work,150.0
International,work,117.0
International,work,90.9
International,work,151.2
International,work,85.5
International,work,90.9
International,work,90.9
International,work,90.9
International,work,90.9
International,work,85.5
International,work,85.5
International,work,90.9
International,work,132.3
International,work,85.5
International,work+rest,83.18
International,work,108.0
International,work,108.0
International,work,108.0
Portugal,work,168.63
International,work,130.0
International,work,113.4
International,work,107.55
Portugal,work,133.0
International,work,96.3
International,work,151.2
Portugal,work,159.0
International,work,139.5
Portugal,work,133.0
International,work,135.0
International,work,96.3
International,work,161.33
Portugal,work,117.6
International,work,119.0
International,work,96.3
Portugal,work,117.6
International,work,108.0
Portugal,work,89.76
Portugal,work,117.6
