origin,adr
Portugal,140.0
International,164.33
Portugal,140.0
Portugal,140.0
International,104.53
International,85.5
Portugal,139.0
International,130.5
Portugal,98.41
International,112.5
International,85.5
International,166.0
International,85.5
International,107.1
International,103.5
International,85.5
International,107.1
International,166.0
International,156.0
International,134.1
International,152.67
International,96.3
International,186.3
International,96.3
International,90.95
International,90.95
International,103.7
Portugal,62.18
International,80.75
International,90.95
International,114.3
International,131.4
International,85.61
International,106.25
International,126.86
International,150.3
International,125.8
International,129.0
Portugal,109.8
Portugal,110.8
International,177.0
International,150.3
International,107.1
International,159.33
International,130.5
International,85.5
International,150.3
Portugal,110.8
International,99.45
International,150.3
International,146.7
Portugal,124.2
Portugal,214.0
International,103.5
International,134.0
International,80.75
International,89.75
Portugal,59.0
International,112.5
International,139.0
International,186.3
International,112.5
International,139.0
Portugal,62.0
Portugal,62.0
International,96.3
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,85.5
Portugal,59.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,131.4
International,146.7
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,85.5
Portugal,96.3
International,90.9
International,117.9
Portugal,62.0
Portugal,62.0
International,109.8
International,139.0
International,150.3
International,90.9
International,151.0
International,112.5
Portugal,96.3
International,103.5
International,107.1
International,117.9
Portugal,85.0
Portugal,85.0
Portugal,85.0
International,99.45
Portugal,85.0
Portugal,85.0
International,90.95
Portugal,85.0
International,101.83
International,126.9
Portugal,85.0
Portugal,85.0
Portugal,85.0
Portugal,85.0
International,126.86
International,147.99
International,244.43
International,96.3
International,169.0
International,96.3
Portugal,98.41
International,131.4
Portugal,65.0
Portugal,65.0
International,151.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,156.95
International,96.3
International,107.1
International,150.3
Portugal,65.0
Portugal,156.95
Portugal,65.0
Portugal,65.0
International,85.5
International,85.5
Portugal,65.0
Portugal,65.0
International,117.9
Portugal,65.0
Portugal,65.0
International,150.3
Portugal,65.0
Portugal,65.0
International,105.3
Portugal,156.95
International,85.5
Portugal,65.0
Portugal,65.0
Portugal,101.15
Portugal,65.0
International,150.3
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,75.0
Portugal,75.0
Portugal,75.0
Portugal,75.0
Portugal,75.0
Portugal,75.0
Portugal,75.0
International,96.3
Portugal,75.0
Portugal,75.0
Portugal,75.0
Portugal,75.0
Portugal,75.0
Portugal,75.0
International,168.3
International,131.4
Portugal,75.0
Portugal,75.0
Portugal,75.0
Portugal,75.0
Portugal,75.0
Portugal,75.0
Portugal,75.0
Portugal,75.0
International,105.3
International,90.95
International,150.3
International,90.95
International,127.62
International,138.55
International,168.3
International,85.5
International,131.4
International,85.5
International,85.5
International,131.4
International,151.0
International,150.3
International,150.3
International,150.3
International,151.0
International,107.1
International,132.0
International,187.0
International,187.0
International,117.9
Portugal,96.3
International,117.9
Portugal,124.6
International,151.0
International,93.08
International,97.33
International,117.9
International,93.08
International,139.0
International,138.55
International,93.08
International,126.65
International,157.5
International,72.75
International,125.8
International,66.53
Portugal,146.7
Portugal,119.7
International,145.93
International,114.75
International,112.59
International,114.3
International,117.9
International,142.33
International,117.9
International,114.3
International,162.9
International,103.5
International,187.0
International,107.95
International,97.33
Portugal,118.06
International,152.1
International,87.13
International,146.7
International,132.05
International,108.9
International,150.3
International,103.5
International,108.9
International,138.56
International,116.45
International,117.9
International,168.3
International,114.3
International,117.9
Portugal,132.7
Portugal,260.9
International,168.3
Portugal,95.4
International,163.67
International,107.1
International,137.7
International,85.5
International,85.5
International,218.03
International,90.95
International,133.88
International,98.25
International,123.25
International,150.3
International,139.0
International,130.5
International,116.45
International,116.45
International,114.3
International,116.45
International,81.82
International,81.81
International,90.95
International,134.1
International,145.0
Portugal,114.3
International,105.83
International,90.95
International,90.95
International,105.83
International,127.8
International,119.28
International,130.2
International,119.28
International,123.25
Portugal,72.25
International,90.95
International,145.0
International,107.1
International,112.5
International,107.1
International,231.0
International,107.1
International,226.95
Portugal,72.25
International,97.75
International,120.7
International,123.25
International,149.4
International,97.75
International,107.95
International,97.75
International,120.7
International,127.8
International,97.75
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,80.75
International,99.45
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
International,107.95
International,129.96
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
International,97.75
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
Portugal,110.0
International,106.74
International,99.45
International,149.0
Portugal,59.0
Portugal,249.0
Portugal,79.0
International,134.1
Portugal,79.0
International,114.3
Portugal,215.0
Portugal,79.0
Portugal,59.0
International,107.1
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,168.3
International,146.7
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,86.5
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,86.75
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,86.5
International,168.3
International,86.75
Portugal,62.0
Portugal,86.5
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,112.5
Portugal,103.5
Portugal,114.3
International,114.3
Portugal,114.3
International,129.5
International,103.5
International,139.0
International,103.5
International,103.5
International,103.5
International,103.5
International,103.5
International,103.5
Portugal,114.3
International,149.1
International,114.3
International,97.75
International,80.75
International,173.25
International,90.95
International,138.55
International,187.0
Portugal,129.6
International,96.79
International,90.95
International,120.7
International,97.75
International,173.25
International,99.45
International,121.55
International,146.7
International,90.95
International,120.82
International,139.0
International,139.0
International,137.0
International,139.0
International,137.0
International,150.3
International,168.3
International,135.9
International,114.3
Portugal,118.15
International,85.5
International,139.0
International,94.5
International,136.8
International,105.3
International,166.0
International,130.5
International,246.6
International,94.5
International,114.3
International,96.3
International,132.9
International,146.7
International,166.0
International,145.0
International,132.9
International,129.0
International,187.0
Portugal,273.0
International,70.03
International,105.83
International,144.9
International,80.75
International,99.52
Portugal,189.9
International,146.7
International,127.8
International,127.8
International,103.5
International,148.5
International,148.5
Portugal,96.3
International,105.3
International,166.0
International,187.0
International,86.63
International,86.62
International,70.44
International,70.44
International,76.85
International,168.3
International,127.8
International,76.85
International,139.0
International,146.7
International,116.1
International,112.05
International,112.05
International,107.55
Portugal,68.0
International,172.55
International,153.0
International,133.69
International,103.09
International,90.95
International,103.5
International,103.5
Portugal,112.5
International,103.5
International,114.3
International,103.5
International,103.5
International,162.67
Portugal,256.1
International,145.0
International,145.0
Portugal,81.82
Portugal,81.81
Portugal,72.25
International,93.15
International,93.15
International,264.1
International,93.15
International,93.15
International,93.15
International,93.15
International,93.15
International,93.15
International,93.15
International,93.15
International,93.15
International,93.15
International,93.15
International,93.15
International,93.15
Portugal,82.45
International,123.3
Portugal,63.75
Portugal,127.82
International,142.2
International,73.12
Portugal,140.0
International,170.1
International,108.3
International,97.5
International,140.7
International,91.38
International,101.58
International,139.95
International,91.38
International,101.58
International,120.6
Portugal,72.25
International,169.15
International,116.45
International,90.95
International,101.58
International,139.0
International,116.45
International,80.75
International,141.0
Portugal,80.0
International,80.75
International,217.11
International,99.45
International,134.45
International,94.5
International,105.3
International,94.5
International,137.7
International,187.0
International,90.95
International,91.13
International,90.95
International,81.81
International,139.5
Portugal,81.82
International,81.5
International,99.45
International,130.05
International,94.5
International,105.3
International,94.5
Portugal,106.75
Portugal,93.6
Portugal,89.25
Portugal,93.6
Portugal,105.3
International,208.0
International,152.1
Portugal,97.75
International,105.3
International,151.0
Portugal,72.25
International,94.5
Portugal,79.56
International,137.7
International,118.8
International,94.5
International,105.3
Portugal,79.56
International,130.99
International,90.95
Portugal,86.92
International,90.95
International,168.3
Portugal,59.0
International,124.2
Portugal,59.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,153.0
International,177.3
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,127.8
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,177.3
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,121.5
International,189.0
International,149.4
International,105.3
International,137.7
International,105.3
International,137.7
International,137.7
International,137.7
International,146.7
International,137.7
International,94.5
Portugal,139.5
International,109.35
International,118.8
International,114.75
International,86.82
International,131.75
International,101.15
Portugal,137.7
International,197.0
International,86.75
International,86.5
International,94.5
International,177.3
International,86.5
International,86.75
International,139.0
International,168.3
Portugal,82.45
International,118.8
Portugal,65.83
Portugal,96.0
Portugal,96.0
Portugal,96.0
Portugal,96.0
Portugal,96.0
Portugal,96.0
Portugal,96.0
Portugal,96.0
Portugal,96.0
Portugal,96.0
International,99.45
International,89.25
International,112.32
International,112.32
International,90.46
International,90.95
International,90.95
Portugal,169.0
International,151.0
Portugal,139.0
International,94.5
International,121.5
International,94.5
Portugal,139.0
International,94.5
Portugal,102.09
Portugal,96.0
Portugal,105.3
International,99.9
International,151.0
International,121.5
International,137.7
International,118.8
International,94.5
International,118.8
International,121.5
Portugal,193.0
Portugal,72.25
International,87.13
Portugal,83.76
Portugal,68.0
Portugal,79.27
International,176.95
International,87.13
International,180.5
International,111.35
International,133.17
International,139.2
International,121.37
International,87.18
International,121.37
International,121.37
International,131.36
International,123.17
International,94.5
International,86.5
International,139.0
International,85.5
International,86.75
Portugal,85.0
International,94.5
International,94.5
Portugal,299.33
International,94.5
International,94.5
International,105.3
Portugal,131.75
International,161.1
International,96.3
Portugal,131.75
Portugal,143.0
International,191.0
International,191.0
International,101.88
International,101.88
International,109.35
International,105.3
International,86.63
International,95.63
International,168.3
International,105.3
International,94.5
International,105.3
International,94.5
International,105.3
International,94.5
International,139.95
Portugal,72.25
International,210.6
International,123.75
International,85.0
International,80.75
International,95.2
International,110.5
International,158.95
International,107.55
International,141.75
International,90.95
International,141.3
Portugal,78.76
International,121.37
International,90.95
International,121.37
Portugal,72.25
International,90.95
Portugal,139.34
International,90.95
Portugal,139.34
International,122.61
International,139.0
Portugal,87.78
International,162.0
International,177.3
International,134.1
International,121.8
International,134.33
International,123.9
Portugal,85.0
International,126.0
International,123.9
International,121.8
Portugal,72.25
Portugal,202.58
International,90.95
International,90.95
International,121.37
Portugal,105.3
International,89.0
International,89.0
International,106.0
International,89.0
Portugal,105.3
International,117.9
International,89.0
International,198.9
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,72.25
Portugal,65.0
Portugal,65.0
Portugal,72.25
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
International,142.2
International,142.2
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
International,159.3
Portugal,65.0
International,198.9
International,127.5
International,105.9
International,85.5
Portugal,72.25
International,99.7
Portugal,96.73
International,127.5
International,80.75
International,80.75
International,130.5
International,86.75
Portugal,59.0
Portugal,86.5
Portugal,63.75
Portugal,59.0
Portugal,62.0
Portugal,62.0
Portugal,63.75
International,166.0
Portugal,109.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,105.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,86.63
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,186.3
International,104.62
Portugal,105.0
Portugal,109.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,143.7
International,124.8
International,94.5
International,183.3
Portugal,62.0
Portugal,62.0
Portugal,142.3
International,167.95
International,102.28
International,171.9
International,168.3
Portugal,75.0
International,142.2
Portugal,64.0
Portugal,64.0
Portugal,64.0
International,123.3
International,123.3
Portugal,64.0
Portugal,64.0
Portugal,64.0
International,142.2
International,88.5
International,88.5
International,90.95
International,90.95
International,101.15
International,101.15
International,90.95
International,90.95
International,90.95
International,113.41
Portugal,81.25
International,137.94
Portugal,63.75
International,137.7
Portugal,139.0
International,93.5
International,96.3
Portugal,189.0
Portugal,189.0
International,169.0
International,112.5
International,105.3
International,121.5
International,96.3
International,94.5
International,141.0
International,99.9
International,105.3
International,112.5
International,105.3
International,168.3
International,137.7
International,105.3
International,99.45
International,152.1
International,99.45
International,121.5
International,112.2
International,99.45
International,99.45
International,121.5
International,105.3
International,94.5
International,99.9
International,123.3
International,89.25
International,94.51
International,105.3
International,160.0
International,169.0
International,177.3
International,121.5
International,86.63
International,114.3
International,137.7
Portugal,96.9
International,137.7
Portugal,124.6
International,86.62
Portugal,85.01
International,94.5
International,89.25
International,90.95
International,105.3
Portugal,107.95
International,121.5
Portugal,72.25
International,99.45
Portugal,9.0
Portugal,103.5
International,114.75
International,96.3
International,151.0
International,125.1
International,164.25
Portugal,63.75
International,94.5
International,105.3
International,121.5
International,105.3
Portugal,130.0
International,139.5
International,97.54
Portugal,112.0
International,177.3
International,121.5
International,137.7
International,137.7
International,94.5
International,97.54
International,105.3
International,94.5
International,130.5
International,80.75
International,178.0
International,94.5
International,89.25
International,137.7
International,182.33
International,90.95
International,131.75
Portugal,96.9
International,80.75
International,130.05
International,91.68
International,91.68
Portugal,71.6
International,90.1
International,105.3
International,125.1
International,94.5
International,187.0
International,94.5
International,121.5
International,187.0
International,95.75
International,137.7
International,168.3
International,114.3
International,86.5
International,146.7
International,135.9
International,85.25
International,103.7
International,89.25
International,85.25
International,80.75
International,132.88
Portugal,160.0
International,70.03
International,94.5
Portugal,45.0
International,121.5
International,121.5
International,94.5
Portugal,94.5
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,45.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
International,135.9
Portugal,65.0
Portugal,65.0
International,135.9
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,82.96
Portugal,65.0
Portugal,91.48
International,135.9
Portugal,65.0
Portugal,94.5
International,135.9
International,177.3
Portugal,105.3
International,121.5
International,135.9
International,139.95
International,121.05
International,149.4
Portugal,278.9
International,99.45
International,99.45
International,90.95
International,90.95
Portugal,59.0
Portugal,59.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,83.92
Portugal,62.0
Portugal,62.0
International,124.0
International,123.93
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,124.0
International,131.0
Portugal,62.0
International,169.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,83.93
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,152.1
International,124.0
International,121.8
Portugal,120.0
International,58.14
International,134.3
International,134.3
International,80.75
International,81.5
International,80.75
International,79.26
International,6.0
International,79.27
International,90.95
International,90.95
International,129.0
International,181.0
Portugal,109.0
International,119.0
International,137.7
International,94.5
Portugal,76.85
International,183.3
International,76.85
International,89.75
International,99.45
International,80.75
International,89.25
International,90.95
International,99.9
International,105.3
Portugal,109.0
Portugal,109.0
Portugal,109.0
Portugal,109.0
International,114.3
Portugal,109.0
Portugal,109.0
International,192.3
International,121.8
International,80.75
International,142.2
International,80.75
International,168.3
International,80.75
International,80.75
International,80.75
International,152.1
International,80.75
International,80.75
Portugal,123.3
International,80.75
International,90.95
International,132.88
International,137.19
International,149.58
International,146.7
International,127.8
International,96.3
Portugal,72.25
International,114.75
International,114.33
International,114.75
International,91.38
International,113.9
Portugal,158.95
International,139.5
International,120.6
International,116.45
Portugal,72.25
International,121.37
International,121.37
International,90.95
International,140.27
International,201.0
International,109.0
International,109.0
International,109.0
International,149.4
International,105.3
International,109.0
International,121.5
International,135.9
International,86.62
Portugal,106.0
International,107.1
International,86.63
International,123.15
International,105.3
International,159.0
International,94.5
International,105.3
International,118.15
International,138.0
International,137.7
International,94.5
International,135.9
International,130.05
International,99.45
Portugal,167.45
International,89.25
International,130.05
International,130.05
International,112.2
International,116.17
International,114.75
International,132.48
International,132.48
International,164.25
International,99.45
International,99.45
International,169.88
International,140.27
International,134.1
International,81.82
International,81.82
International,135.01
International,119.71
International,137.7
Portugal,266.3
Portugal,266.3
International,105.3
Portugal,65.0
International,118.15
International,105.3
International,118.8
International,139.0
International,121.5
International,137.7
International,118.15
International,105.3
International,90.95
Portugal,89.25
International,105.3
International,120.6
International,108.95
International,107.1
International,89.25
Portugal,72.25
International,167.95
International,103.09
International,173.25
International,123.75
International,90.95
International,139.5
Portugal,231.0
International,139.5
Portugal,94.5
International,152.1
International,135.9
International,86.63
International,86.62
International,121.5
International,152.1
International,121.5
International,112.59
International,118.8
International,119.7
Portugal,72.25
International,119.7
International,114.3
International,139.95
International,139.95
International,99.95
International,134.1
International,123.75
Portugal,112.2
Portugal,112.2
International,80.75
Portugal,112.2
Portugal,129.7
International,114.75
International,80.75
International,107.1
International,104.76
International,104.76
Portugal,59.0
Portugal,59.0
International,152.1
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,94.5
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,105.3
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,105.3
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,90.25
Portugal,62.0
Portugal,90.25
International,137.7
International,105.3
International,166.0
International,108.3
International,114.75
Portugal,80.75
International,135.9
Portugal,80.75
International,151.0
International,99.45
International,130.05
International,183.3
International,104.55
Portugal,82.45
International,92.82
Portugal,188.42
Portugal,129.7
International,136.12
International,135.9
Portugal,112.2
Portugal,118.3
Portugal,105.3
International,96.3
International,177.3
International,131.4
International,86.75
International,105.3
International,131.4
International,86.5
International,96.3
International,100.5
International,134.1
International,96.3
International,143.7
International,120.3
International,243.6
International,96.3
International,99.45
International,99.45
International,144.45
International,99.45
International,90.95
International,89.25
International,145.41
International,139.0
International,114.3
International,96.3
International,101.15
International,105.3
Portugal,146.7
International,105.3
Portugal,105.3
International,85.5
International,140.4
International,131.4
International,177.3
Portugal,97.75
Portugal,101.15
International,128.7
International,96.3
Portugal,93.17
International,151.0
Portugal,121.21
International,125.1
Portugal,96.56
International,107.1
International,130.5
Portugal,113.56
Portugal,86.36
International,168.3
International,114.3
International,151.0
International,152.1
International,103.5
International,171.0
International,103.5
International,103.5
International,103.5
International,114.3
International,114.3
International,114.3
International,99.45
International,130.05
International,93.25
International,93.25
International,93.25
International,97.75
International,93.25
International,99.45
International,214.76
International,114.3
International,117.9
International,98.0
International,117.9
Portugal,99.28
International,171.0
International,146.7
International,130.5
International,177.3
International,114.3
International,146.7
International,108.9
International,114.3
International,99.0
International,134.1
International,139.0
International,151.0
International,158.95
Portugal,99.45
International,90.95
International,237.6
International,90.95
International,80.75
International,80.75
Portugal,107.95
International,139.0
International,167.95
International,155.7
International,108.45
International,168.3
Portugal,65.0
International,168.3
Portugal,65.0
International,139.0
Portugal,189.0
International,207.9
International,125.1
Portugal,176.7
International,140.4
International,96.3
International,96.3
International,159.3
International,103.5
International,103.5
International,114.3
International,96.3
International,135.9
International,114.3
International,166.4
Portugal,135.9
International,194.85
International,127.8
International,97.75
International,99.45
International,99.45
International,97.75
International,198.0
International,114.75
International,207.9
International,146.7
Portugal,72.25
International,198.0
International,80.75
International,158.95
International,99.95
International,114.3
Portugal,152.1
International,119.7
International,114.3
International,146.7
International,114.3
International,158.95
International,90.95
International,108.9
International,99.45
Portugal,116.0
International,150.3
International,120.69
International,165.6
International,101.15
Portugal,72.25
International,151.0
International,97.75
Portugal,112.0
Portugal,96.9
International,96.3
International,137.7
International,130.5
International,137.7
Portugal,112.0
International,151.0
International,89.25
International,114.3
International,99.95
International,108.45
International,150.3
International,90.95
International,103.5
International,97.75
International,80.75
International,247.0
International,134.25
International,162.0
International,168.3
International,166.0
International,149.4
International,204.3
Portugal,125.1
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
International,135.9
Portugal,65.0
Portugal,65.0
Portugal,65.0
International,118.8
International,90.9
Portugal,65.0
Portugal,65.0
International,96.3
Portugal,65.0
Portugal,65.0
International,125.1
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
International,103.5
Portugal,65.0
Portugal,65.0
Portugal,65.0
Portugal,65.0
International,86.75
International,86.5
International,89.25
International,80.75
International,122.4
International,114.3
International,118.15
International,99.45
International,89.25
International,112.2
International,112.2
Portugal,59.0
International,139.0
International,108.9
International,135.9
International,95.62
International,86.63
Portugal,59.0
International,103.5
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,86.62
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,86.63
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,96.3
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,146.7
International,139.5
International,231.0
International,80.75
International,186.3
Portugal,99.45
International,112.2
Portugal,85.0
International,103.5
International,112.2
International,130.05
International,97.56
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,94.95
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
Portugal,80.0
International,96.3
International,156.0
International,140.4
International,150.3
International,85.5
Portugal,96.3
International,96.3
International,146.7
International,207.9
International,130.5
International,117.9
International,127.8
International,134.1
International,69.33
International,146.7
International,80.75
International,72.75
International,130.05
International,159.3
International,90.95
International,96.62
International,128.92
International,140.76
International,212.4
International,139.0
International,123.3
International,121.5
International,114.3
International,121.5
Portugal,149.0
International,207.9
International,207.9
International,105.3
Portugal,96.0
Portugal,96.0
International,94.5
Portugal,96.0
Portugal,96.0
International,105.3
International,105.3
International,121.5
International,103.5
International,105.3
International,105.3
Portugal,96.0
International,216.9
International,107.1
International,105.3
International,105.3
Portugal,207.0
International,114.3
Portugal,96.0
International,114.3
Portugal,96.0
International,105.3
International,103.5
Portugal,96.0
Portugal,96.0
Portugal,96.0
International,105.3
International,105.3
International,114.3
Portugal,130.67
International,151.0
International,168.3
Portugal,72.08
International,106.03
International,149.4
Portugal,163.2
International,105.3
International,94.5
International,94.5
International,90.95
International,80.75
Portugal,152.4
International,114.3
International,107.95
International,134.1
International,145.2
International,89.25
International,137.34
International,89.25
Portugal,77.51
International,171.96
International,109.66
International,122.04
International,81.6
International,103.5
International,134.1
International,135.9
International,146.7
Portugal,117.9
International,191.0
Portugal,112.0
International,151.47
International,207.9
International,191.0
International,168.3
International,152.1
International,134.1
International,131.5
International,107.1
International,132.05
International,108.45
International,168.3
International,134.1
International,163.63
International,81.5
International,106.53
International,150.3
International,138.83
International,131.26
International,90.95
International,90.95
International,90.95
International,158.95
International,256.0
International,135.9
International,176.85
International,85.5
Portugal,72.0
Portugal,72.0
International,96.3
International,152.1
Portugal,113.6
Portugal,86.36
Portugal,107.1
Portugal,101.0
International,152.1
International,151.0
International,151.0
International,103.5
International,165.67
International,187.0
Portugal,127.05
International,151.0
International,129.73
International,99.45
International,136.43
International,125.55
International,117.9
International,194.85
International,130.05
International,141.0
International,130.05
International,168.3
International,179.92
International,124.8
International,90.67
Portugal,137.7
Portugal,150.0
International,93.22
International,123.82
Portugal,283.0
International,127.8
International,125.1
International,186.3
International,130.5
International,186.3
International,231.0
International,130.5
International,127.8
International,124.8
International,136.0
Portugal,121.2
Portugal,103.69
International,118.9
International,135.9
International,90.9
International,168.3
International,135.9
International,149.4
International,90.9
International,89.25
Portugal,195.75
International,139.05
International,102.25
International,95.63
International,142.0
International,138.14
International,119.69
International,131.75
International,150.3
International,139.5
International,82.12
International,139.5
International,109.0
International,164.25
International,164.25
International,164.25
International,124.0
International,82.13
International,145.1
International,164.25
International,139.5
Portugal,176.0
International,109.8
International,85.5
Portugal,176.0
International,168.3
International,131.4
Portugal,147.0
Portugal,117.0
International,112.5
Portugal,147.0
International,204.0
International,88.5
International,121.5
International,214.76
International,81.82
International,148.5
International,81.81
International,122.4
International,150.3
International,122.4
International,170.28
International,140.7
International,139.95
International,118.8
Portugal,158.0
International,158.0
International,118.8
Portugal,59.0
International,125.1
Portugal,135.27
International,107.1
Portugal,59.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,152.1
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,115.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,135.27
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,142.2
Portugal,135.27
Portugal,62.0
Portugal,62.0
Portugal,135.27
Portugal,135.27
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,135.27
Portugal,115.0
Portugal,90.0
Portugal,62.0
Portugal,115.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,135.9
International,85.5
International,124.5
International,140.7
International,85.5
International,124.5
International,155.5
International,152.1
International,116.1
International,116.1
International,99.45
International,94.59
Portugal,72.25
International,100.12
International,99.45
International,137.7
International,152.1
International,136.0
Portugal,115.0
Portugal,115.0
International,100.8
Portugal,115.0
Portugal,115.0
Portugal,115.0
Portugal,115.0
Portugal,115.0
Portugal,115.0
International,149.4
Portugal,115.0
Portugal,115.0
Portugal,115.0
International,133.2
Portugal,115.0
International,288.0
Portugal,115.0
Portugal,115.0
Portugal,115.0
Portugal,115.0
International,150.3
