tipo,adr
work,110.0
work,110.0
work,130.0
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,104.4
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,112.0
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,194.3
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,110.0
work,130.0
work,161.5
work,102.0
work,85.0
work,107.1
work,102.0
work,126.0
work,91.8
work,102.0
work,106.2
work,82.45
work,82.45
work,79.2
work,91.8
rest,101.38
rest,95.74
work,140.0
work,110.0
work,110.0
work,110.0
work,94.0
work,94.0
work,126.0
work,108.0
work,94.33
work,90.0
work,77.23
work,77.23
work+rest,164.88
work+rest,85.6
work+rest,90.0
work+rest,88.0
rest,186.22
rest,186.22
rest,186.22
work,112.0
work,51.4
work,79.2
work,112.0
work,62.8
work,62.8
work,62.8
work,62.8
work,100.0
work,62.8
work,90.0
work,51.4
work,112.0
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,88.0
work,62.8
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,79.2
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,79.2
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,93.6
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,93.6
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,99.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work,89.0
work+rest,90.0
work+rest,108.0
work+rest,106.2
work+rest,79.2
work,79.2
work,124.0
work,124.0
work,80.0
work,79.2
work,80.47
work,130.0
work,124.0
work,100.0
work,93.6
work,79.2
work,93.6
work,109.8
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,93.6
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,107.1
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,79.2
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,90.0
work+rest,80.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,124.2
work,134.0
work,88.0
work,97.2
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,90.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,124.2
work+rest,89.0
work+rest,90.0
work+rest,122.4
work+rest,89.0
work+rest,124.2
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,89.0
work+rest,97.2
work+rest,89.0
work+rest,126.0
rest,155.5
rest,104.4
work,75.0
work,75.0
work,140.0
work,75.0
work,75.0
work,75.0
work,75.0
work,75.0
work,75.0
work,150.0
work,130.0
work,130.0
work,105.0
work,130.0
work,150.0
work,140.0
work,75.0
work,75.0
work,75.0
work,75.0
work,75.0
work,75.0
work,75.0
work,75.0
work,75.0
work,75.0
work,75.0
work,130.0
work,150.0
work,130.0
work,130.0
work,130.0
work,75.0
work,75.0
work,75.0
work,75.0
work,75.0
work,150.0
work,75.0
work,75.0
work,75.0
work,75.0
work,75.0
work,75.0
work,150.0
work,75.0
work,75.0
work,75.0
work,75.0
work,130.0
work,75.0
work,75.0
work,75.0
work,75.0
work,130.0
work,75.0
work,75.0
work,75.0
work,75.0
work,75.0
work,150.0
work,150.0
work,75.0
work,150.0
work,130.0
work,75.0
work,75.0
work,75.0
work,75.0
work,140.0
work,140.0
work,89.0
work,75.0
work+rest,106.2
work+rest,79.2
work+rest,125.62
work+rest,114.09
work+rest,127.94
rest,148.91
rest,131.57
rest,212.0
weekend,79.2
weekend,150.0
weekend,194.5
work+rest,151.94
work+rest,165.75
work+rest,117.68
work+rest,151.94
work+rest,146.6
work+rest,165.75
work+rest,145.8
work+rest,146.6
work+rest,146.6
work+rest,125.12
work+rest,150.22
work+rest,157.14
work+rest,189.55
work+rest,168.38
work+rest,172.23
work+rest,212.06
work+rest,177.09
work+rest,79.0
work+rest,78.2
work+rest,150.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,62.8
work+rest,62.8
work+rest,62.8
work+rest,6.0
work+rest,150.0
work+rest,59.5
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,62.8
work+rest,62.8
work+rest,62.8
work+rest,62.8
work+rest,62.8
work+rest,62.8
work+rest,62.8
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,62.8
work+rest,62.8
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,62.8
work+rest,62.8
work+rest,62.8
work+rest,62.8
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,62.8
work+rest,62.8
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,62.8
work+rest,100.0
work+rest,100.0
work+rest,62.8
work+rest,62.8
work+rest,62.8
work+rest,95.0
work+rest,133.98
work+rest,62.8
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,106.0
work+rest,62.8
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,62.8
work+rest,62.8
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,100.0
work+rest,161.1
work+rest,100.0
work+rest,100.0
work+rest,62.8
work+rest,62.8
work+rest,62.8
work+rest,62.8
work+rest,189.0
work+rest,152.2
work+rest,79.0
work+rest,173.0
work+rest,136.06
work+rest,148.0
work+rest,147.6
work+rest,220.0
work+rest,156.92
work,143.28
work,59.5
work,143.28
work,216.0
work,131.52
work,170.0
work,201.0
work,103.0
work,145.69
work,145.69
work,125.99
work,127.37
work,176.67
work,178.75
work,212.72
work,120.0
work,95.0
work,120.0
work,99.0
work,120.0
work,140.0
work,51.4
work,140.0
work,51.4
work,120.0
work,161.1
work,120.0
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work+rest,104.18
work+rest,99.68
work,100.0
work,79.2
work,65.0
work,65.0
work,65.0
work,65.0
work,113.4
work,65.0
work,149.0
work,65.0
work,65.0
work,65.0
work,88.0
work,79.2
work,130.0
work,106.2
work,79.2
work,131.4
work,65.0
work,65.0
work,79.2
work,65.0
work,73.8
work,65.0
work,65.0
work,79.2
work,65.0
work,65.0
work,65.0
work,65.0
work,130.0
work,65.0
work,65.0
work,65.0
work+rest,130.2
work+rest,79.2
work+rest,121.33
work+rest,121.33
work+rest,100.67
work+rest,96.0
work+rest,166.67
work+rest,124.67
work+rest,79.2
work+rest,69.76
work+rest,112.2
work+rest,79.2
work+rest,79.2
work+rest,84.15
work+rest,84.15
work+rest,101.43
work+rest,77.71
work+rest,102.0
work+rest,74.8
work+rest,76.56
work,130.0
work,79.2
work,72.0
work+rest,93.6
work+rest,79.2
work+rest,93.6
work+rest,95.4
work+rest,79.2
work+rest,79.2
work+rest,122.4
work+rest,79.2
work+rest,79.2
work+rest,79.2
work+rest,88.2
work+rest,72.07
work+rest,105.33
work+rest,79.2
work+rest,90.0
work+rest,78.2
work+rest,68.71
work+rest,85.75
work+rest,85.75
work+rest,83.01
work+rest,85.75
work+rest,70.55
work+rest,90.63
work+rest,72.0
work+rest,102.83
work+rest,72.0
rest,71.87
rest,70.87
work+rest,87.5
work+rest,124.67
weekend,93.6
weekend,93.6
weekend,95.0
weekend,55.08
weekend,79.2
work+rest,88.0
work+rest,79.2
work+rest,71.28
work+rest,114.0
work+rest,124.2
work+rest,96.9
work+rest,100.63
work+rest,91.0
work+rest,96.9
work+rest,68.0
work+rest,79.0
work+rest,74.8
work+rest,76.27
work+rest,74.8
work+rest,88.4
work+rest,96.9
work+rest,85.27
work+rest,143.65
work+rest,74.8
work+rest,97.0
package,107.64
work+rest,147.9
weekend,88.0
weekend,96.0
work+rest,106.0
work+rest,79.2
work+rest,104.0
work+rest,95.0
work+rest,109.38
work+rest,100.38
work+rest,75.9
work+rest,75.9
work+rest,75.9
work+rest,129.2
work+rest,107.1
work+rest,88.4
work+rest,80.0
work+rest,74.8
rest,75.82
work,90.0
work,67.5
work,95.4
work,74.8
work,88.4
work,96.9
work,106.25
work,106.25
work,97.0
work,99.48
work+rest,88.4
work+rest,74.8
rest,79.14
work,89.0
work,105.0
work,88.0
work,173.7
work,91.8
work,75.0
work,80.08
work,90.0
work,122.4
work,67.5
work,77.0
work,126.0
work,75.0
work,67.5
work,77.0
work,67.5
work,74.8
work,57.6
work,129.0
work,88.4
work,85.0
work,105.0
work,74.8
work,74.8
work,73.95
work+rest,68.0
work+rest,68.0
work+rest,68.0
work+rest,68.0
work+rest,68.0
work+rest,68.0
rest,90.79
work,84.6
work,67.0
work,51.4
work,67.0
work,51.4
work,103.0
work,62.8
work,136.8
work,62.8
work,62.8
work,62.8
work,88.0
work,62.8
work,62.8
work,62.8
work,62.8
work,88.0
work,88.0
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,79.2
work,231.0
work,159.0
work,79.2
work,88.0
work,154.0
work,102.6
work,168.0
work,149.0
work+rest,74.8
work+rest,78.63
work+rest,48.5
work+rest,74.8
work+rest,74.8
work+rest,74.8
work+rest,88.4
work+rest,85.0
work+rest,92.5
work+rest,79.33
work+rest,78.69
work+rest,79.05
work,88.0
work,102.6
work,78.3
work,72.9
work,79.2
work,63.36
work,52.0
work,52.0
work,91.5
work,90.0
work,52.0
work,52.0
work,127.8
work,93.6
work,52.0
work,52.0
work,52.0
work,93.6
work,52.0
work,174.0
work,70.0
work,93.6
work,102.6
work,52.0
work,52.0
work,52.0
work,52.0
work,52.0
work,90.0
work,88.0
work,52.0
work,52.0
work,52.0
work,52.0
work,90.0
work,67.5
work,52.0
work,111.0
work,86.4
work,52.0
work,52.0
work+rest,86.4
work+rest,162.4
work+rest,68.5
work+rest,93.6
work+rest,86.4
work+rest,86.4
work+rest,86.4
work+rest,86.4
work+rest,96.0
work+rest,93.6
work+rest,93.6
work+rest,86.4
work+rest,126.0
work+rest,126.0
work+rest,93.6
work+rest,112.5
work+rest,93.6
work+rest,91.5
work+rest,146.7
rest,76.93
rest,76.93
rest,77.44
rest,75.86
work,95.0
work,82.44
work,82.44
work+rest,90.0
work+rest,88.0
work+rest,93.6
work+rest,86.4
work+rest,86.4
work+rest,86.4
work+rest,98.8
work+rest,87.2
work+rest,91.2
work+rest,78.3
work+rest,104.0
work+rest,86.4
work+rest,79.2
work+rest,104.0
work+rest,91.2
work+rest,93.6
work+rest,90.0
work+rest,86.4
work+rest,86.4
work+rest,93.6
work+rest,68.0
work+rest,82.13
work+rest,88.4
work+rest,88.4
work+rest,97.75
work+rest,74.8
work+rest,63.75
rest,147.9
rest,171.3
work+rest,74.8
weekend,86.4
weekend,86.4
weekend,101.0
weekend,86.4
weekend,98.0
weekend,90.0
weekend,90.0
weekend,84.6
weekend,90.0
weekend,84.6
weekend,90.0
weekend,84.6
weekend,84.6
weekend,90.0
weekend,90.0
weekend,86.4
weekend,71.28
work+rest,79.2
work+rest,93.6
work+rest,78.3
work+rest,68.0
work+rest,63.75
work+rest,77.14
work+rest,85.0
work+rest,71.21
work+rest,168.0
work+rest,74.8
work+rest,74.8
rest,96.92
rest,74.8
rest,97.2
rest,147.9
weekend,65.0
weekend,95.0
weekend,137.0
weekend,67.0
work+rest,67.91
work+rest,114.0
work+rest,86.4
work+rest,147.0
work+rest,109.8
work+rest,147.0
work+rest,93.6
work+rest,127.8
work+rest,93.6
work+rest,87.3
work+rest,106.0
work+rest,79.2
work+rest,79.2
work+rest,74.8
work+rest,115.6
work+rest,85.0
work+rest,117.3
work+rest,97.75
work+rest,115.6
work,79.2
work,111.0
work,137.0
work,72.38
work,122.4
work,95.38
work,82.13
work,93.6
work,93.6
work,97.07
work,74.8
work,147.9
work,63.75
work,74.8
work+rest,77.35
rest,77.78
work,103.0
work,181.0
work,86.4
work,83.6
work,93.6
work,90.33
work,77.0
work,79.2
work,78.3
work,78.3
work,74.8
work,77.86
work,88.4
work,68.07
work,77.86
work,105.0
rest,76.78
work,51.4
work,51.4
work,79.2
work,62.8
work,62.8
work,62.8
work,62.8
work,93.0
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,108.9
work,62.8
work,62.8
work,93.6
work,69.9
work,67.5
work,108.67
work,69.9
work,69.9
work,104.0
work,69.9
work+rest,79.2
work+rest,73.95
work+rest,88.4
work,67.5
work,67.5
work,95.0
work,79.2
work,95.38
work,67.5
work,67.5
work,52.0
work,52.0
work,52.0
work,52.0
work,88.0
work,90.0
work,93.6
work,79.2
work,52.0
work,52.0
work,93.6
work,52.0
work,52.0
work,88.0
work,104.0
work,88.0
work,52.0
work,52.0
work,75.0
work,79.2
work,104.0
work,52.0
work,52.0
work,52.0
work,52.0
work,52.0
work,52.0
work,90.0
work,52.0
work,114.0
work,52.0
work,52.0
work,52.0
work+rest,88.0
work+rest,79.2
work+rest,79.2
work+rest,104.0
work+rest,108.67
work+rest,126.0
work+rest,74.8
work+rest,85.0
work+rest,205.0
work+rest,154.0
work+rest,74.8
work+rest,105.0
work+rest,96.9
work+rest,85.0
work+rest,58.45
work+rest,74.8
work,88.0
work,96.0
work,104.0
work,79.2
work,88.0
work,156.6
work+rest,79.2
work+rest,90.0
work+rest,79.2
work+rest,99.5
work+rest,126.0
work+rest,98.0
work+rest,88.0
work+rest,180.33
weekend,90.0
weekend,71.28
weekend,79.2
work+rest,75.0
work+rest,75.0
work+rest,75.0
work+rest,75.0
work+rest,75.0
work+rest,75.0
work+rest,88.0
work+rest,109.8
work+rest,75.0
work+rest,75.0
work+rest,85.0
work+rest,89.89
work+rest,89.89
work+rest,76.29
work+rest,74.8
work+rest,97.7
work+rest,138.6
work+rest,83.2
work+rest,65.54
work+rest,83.2
work+rest,115.6
work+rest,74.8
package,76.29
package,76.12
rest,74.8
work+rest,90.0
weekend,88.0
weekend,80.0
weekend,88.0
work+rest,75.0
work+rest,75.0
work+rest,75.0
work+rest,75.0
work+rest,75.0
work+rest,75.0
work+rest,75.0
work+rest,75.0
work+rest,75.0
work+rest,75.0
work+rest,75.0
work+rest,75.0
work+rest,75.0
work+rest,79.0
work+rest,75.0
work+rest,75.0
work+rest,75.0
work+rest,75.0
work+rest,75.0
work+rest,75.0
work+rest,79.2
work+rest,106.0
work+rest,89.25
work+rest,67.5
work+rest,78.53
work+rest,85.16
work+rest,76.16
work,90.0
work,90.0
work,90.0
work,90.0
work,90.0
work,90.0
work,90.0
work,90.0
work,90.0
work,90.0
work,90.0
work,90.0
work,90.0
work,90.0
work,90.0
work,90.0
work,90.0
work,90.0
work,90.0
work,90.0
work,90.0
work,90.0
work,90.0
work,90.0
work,88.4
work,63.75
work+rest,88.4
rest,74.8
rest,74.8
work,90.0
work,109.8
work,78.0
work,12.0
work,109.8
work,76.0
work,114.0
work,104.0
work,88.4
work,67.26
work,119.0
work,88.4
work,67.26
work,51.4
work,51.4
work,62.8
work,62.8
work,93.6
work,62.8
work,62.8
work,62.8
work,62.8
work,98.82
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,90.33
work,67.5
work+rest,86.7
work+rest,86.7
work+rest,104.0
work+rest,73.95
work+rest,73.95
work+rest,73.95
work+rest,74.8
work+rest,86.7
work+rest,74.8
work+rest,85.0
work+rest,88.4
work+rest,96.0
work+rest,73.95
work+rest,86.7
work+rest,86.7
work+rest,73.95
work+rest,73.95
work+rest,73.95
work+rest,74.8
work+rest,73.95
work+rest,73.95
work+rest,73.95
work+rest,133.5
work+rest,59.16
work+rest,59.16
work+rest,51.0
work+rest,132.67
rest,75.54
rest,66.29
rest,74.8
work,93.6
work,71.22
work,71.22
work,52.0
work,52.0
work,75.0
work,52.0
work,52.0
work,79.2
work,52.0
work,128.1
work,52.0
work,52.0
work,52.0
work,117.5
work,52.0
work,52.0
work,98.8
work,52.0
work,52.0
work,79.2
work,75.0
work,79.2
work,126.0
work,52.0
work,52.0
work,117.5
work,52.0
work,52.0
work,156.6
work,52.0
work,79.2
work,127.2
work,88.0
work,52.0
work,52.0
work,152.55
work+rest,93.6
work+rest,79.2
work,52.0
work,91.5
work+rest,109.8
work+rest,79.2
work+rest,88.2
work+rest,88.0
work+rest,72.9
work+rest,78.3
work+rest,102.6
work+rest,96.0
work+rest,93.6
work+rest,76.29
work+rest,74.8
work+rest,74.8
work+rest,74.8
work+rest,119.0
work+rest,88.4
work+rest,184.75
work+rest,76.29
work+rest,121.98
work+rest,74.8
work+rest,76.29
work+rest,88.4
work+rest,89.89
work+rest,74.8
work+rest,147.9
work+rest,119.0
work+rest,88.4
work+rest,88.0
work+rest,74.8
rest,88.4
rest,76.59
rest,76.59
rest,75.66
rest,88.0
work+rest,131.89
work,159.0
work,111.0
work+rest,88.0
work+rest,98.0
work+rest,177.5
work+rest,98.0
work+rest,113.67
work+rest,115.2
work+rest,156.6
work+rest,154.0
work+rest,109.8
work+rest,154.0
work+rest,119.0
work+rest,78.3
work+rest,109.8
work+rest,119.0
work+rest,104.0
work+rest,74.8
work+rest,98.39
work+rest,89.89
work+rest,89.89
work+rest,74.8
work+rest,89.59
work+rest,98.39
work+rest,89.39
work+rest,97.75
work+rest,167.45
rest,66.29
weekend,156.6
weekend,104.0
weekend,109.8
weekend,67.0
weekend,98.1
weekend,67.0
weekend,96.0
weekend,104.0
weekend,109.8
weekend,96.0
work+rest,67.5
work+rest,79.2
work+rest,68.0
work+rest,119.0
work+rest,96.9
work+rest,211.0
work+rest,119.0
work+rest,119.0
work+rest,130.9
work+rest,74.8
work+rest,74.8
work+rest,74.8
work+rest,114.0
work+rest,72.0
work+rest,85.75
work+rest,74.8
rest,66.29
rest,87.41
work+rest,74.8
work+rest,88.4
weekend,137.0
weekend,88.0
work+rest,79.2
work+rest,79.2
work+rest,88.0
work+rest,106.0
work+rest,79.2
work+rest,90.0
work+rest,140.0
work+rest,68.0
work+rest,126.3
work+rest,88.4
work+rest,88.4
work+rest,74.8
work+rest,59.5
work+rest,88.0
work+rest,88.4
package,77.03
rest,89.0
rest,89.0
work,88.0
work,62.64
work,126.0
work,72.38
work,88.0
work,79.2
work,86.4
work,72.9
work,79.2
work,79.2
work,86.4
work,94.5
work,109.8
work,142.0
work,154.0
work,109.8
work,78.3
work,73.95
work,100.3
work,74.8
work,117.3
work,100.3
work,103.7
work,97.75
work+rest,88.4
work+rest,83.2
work+rest,76.78
work+rest,90.1
work+rest,88.4
work+rest,90.1
work,90.0
work,102.6
work,65.0
work,93.6
work,93.6
work,79.2
work,93.6
work,102.6
work,104.0
work,113.0
work,79.2
work,86.4
work,104.0
work,86.4
work,113.0
work,77.86
work,103.7
work,74.8
work,88.4
work,77.86
work,81.3
work,119.0
work,155.72
work,88.4
work,99.88
work,85.0
work,171.44
work,152.55
work,89.25
work,88.4
work,119.0
work,74.8
work,96.9
work,63.75
work,115.6
work+rest,74.8
work+rest,104.0
rest,79.2
rest,79.2
rest,75.99
work,90.0
work,51.4
work,79.2
work,51.4
work,88.0
work,79.2
work,88.0
work,98.1
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,109.8
work,62.8
work,62.8
work,62.8
work,62.8
work,112.5
work,86.4
work,62.8
work,62.8
work,93.6
work,174.0
work,92.67
work,122.0
work,86.4
work,108.67
work,79.2
work,79.2
work,92.65
work,88.0
work,86.4
work,174.0
work,122.0
work,126.0
work,88.0
work,156.6
work,122.0
work,72.9
work,86.4
work,104.0
work,93.6
work,231.0
work,122.0
work,109.8
work,79.2
work,80.0
work,126.0
work,79.2
work,111.6
work,112.5
work,93.6
work,79.2
work+rest,88.4
work+rest,74.8
work+rest,88.4
work+rest,96.9
work+rest,63.75
work+rest,63.75
work+rest,100.3
rest,73.95
work,79.2
work,95.0
work,88.0
work,52.0
work,52.0
work,49.68
work,52.0
work,52.0
work,65.0
work,109.8
work,52.0
work,104.0
work,52.0
work,52.0
work,95.0
work,79.2
work,52.0
work,52.0
work,52.0
work,88.0
work,52.0
work,52.0
work,52.0
work,52.0
work,52.0
work,52.0
work,52.0
work,52.0
work,52.0
work,52.0
work+rest,110.7
work+rest,126.0
work+rest,79.2
work+rest,67.5
work+rest,109.8
work+rest,119.0
work+rest,74.8
work+rest,63.75
work+rest,51.05
work+rest,119.0
rest,75.99
rest,71.25
work+rest,74.8
work+rest,167.45
work,161.0
work,127.8
work,101.0
work,105.0
work,88.0
work,101.0
work,67.5
work+rest,88.0
work+rest,88.0
work+rest,79.2
work+rest,67.5
work+rest,176.33
work+rest,89.89
work+rest,104.0
work+rest,73.95
rest,105.4
rest,67.81
rest,133.6
weekend,88.0
weekend,88.0
work+rest,126.0
work+rest,119.0
work+rest,88.4
work+rest,96.9
weekend,68.0
weekend,88.0
weekend,79.2
weekend,108.0
weekend,67.5
work+rest,106.0
work+rest,96.9
work+rest,130.9
work+rest,75.0
work+rest,75.0
work+rest,75.0
work+rest,75.0
work+rest,75.0
work+rest,75.0
work+rest,103.7
rest,88.0
rest,74.8
work,93.6
work,124.0
work,98.0
work,86.7
work,86.7
work,74.8
work,85.0
work,85.0
rest,74.8
rest,74.8
work,98.0
work,118.0
work,124.2
work,98.0
work,88.0
work,138.6
work,74.8
work+rest,63.75
work+rest,63.75
work,51.4
work,51.4
work,62.8
work,62.8
work,79.2
work,62.8
work,62.8
work,62.8
work,62.8
work,93.6
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,62.8
work,109.8
work,79.2
work,87.3
work,79.2
work,79.2
work,79.2
work,87.3
work,79.2
work+rest,66.3
work+rest,66.3
work+rest,130.9
work+rest,66.3
work+rest,66.3
work+rest,66.3
work+rest,104.55
work+rest,74.8
rest,74.8
work+rest,74.8
rest,92.31
work,63.75
work,104.0
work,63.75
work,78.0
work,63.75
work,104.0
work,120.49
work,122.4
work,78.0
work,88.0
work,78.0
work,79.2
work,78.0
work,78.0
work,154.0
work,104.0
work+rest,67.5
work+rest,79.2
work+rest,79.2
work+rest,79.2
work+rest,103.5
work+rest,79.2
work+rest,79.2
work+rest,79.2
work+rest,103.5
work+rest,78.0
work+rest,78.0
work+rest,103.5
work+rest,79.2
work+rest,79.2
work+rest,78.0
work+rest,103.5
work+rest,103.5
work+rest,79.2
work+rest,103.5
work+rest,79.2
work+rest,78.0
work+rest,79.2
work+rest,79.2
work+rest,79.2
work+rest,103.5
work+rest,79.2
work+rest,79.2
work+rest,79.2
work+rest,67.32
work+rest,63.75
work+rest,147.9
work+rest,88.0
work+rest,103.5
work+rest,78.0
work+rest,103.5
work+rest,103.5
work+rest,119.0
work+rest,82.72
work+rest,74.8
work,78.0
work,87.78
work+rest,104.0
work+rest,88.0
work+rest,140.0
work+rest,81.6
work+rest,74.8
work+rest,78.0
work+rest,130.9
work+rest,85.0
work+rest,119.0
work+rest,73.95
rest,122.45
rest,74.8
weekend,109.8
work+rest,79.2
work+rest,90.0
work+rest,148.39
work+rest,79.5
work+rest,88.4
package,88.4
weekend,156.6
weekend,156.6
weekend,88.0
work+rest,231.0
work+rest,79.2
work+rest,75.0
work+rest,86.0
work+rest,106.0
work+rest,140.0
work+rest,88.4
work+rest,140.0
work+rest,119.0
work+rest,74.8
work+rest,74.8
