hotel,origin,adr
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,International,124.25
City Hotel,International,118.8
City Hotel,International,124.25
City Hotel,International,130.14
City Hotel,International,149.4
City Hotel,Portugal,130.0
City Hotel,International,159.0
City Hotel,International,284.1
City Hotel,Portugal,159.0
City Hotel,International,178.0
City Hotel,Portugal,65.0
City Hotel,Portugal,65.0
City Hotel,Portugal,65.0
City Hotel,Portugal,65.0
City Hotel,Portugal,65.0
City Hotel,Portugal,65.0
City Hotel,Portugal,65.0
City Hotel,International,140.4
City Hotel,International,134.0
City Hotel,Portugal,65.0
City Hotel,Portugal,65.0
City Hotel,International,143.1
City Hotel,Portugal,85.0
City Hotel,Portugal,65.0
City Hotel,Portugal,172.0
City Hotel,Portugal,172.0
City Hotel,International,152.33
City Hotel,Portugal,172.0
City Hotel,International,106.92
City Hotel,International,166.5
City Hotel,Portugal,181.79
City Hotel,International,125.1
City Hotel,Portugal,125.0
City Hotel,International,118.8
City Hotel,Portugal,125.0
City Hotel,International,122.55
City Hotel,Portugal,102.68
City Hotel,Portugal,102.68
City Hotel,International,143.1
City Hotel,International,125.1
City Hotel,International,126.9
City Hotel,International,130.5
City Hotel,International,122.55
City Hotel,International,149.4
City Hotel,International,129.0
City Hotel,International,135.9
City Hotel,International,149.4
City Hotel,International,135.9
City Hotel,International,162.33
City Hotel,Portugal,130.4
City Hotel,International,162.33
City Hotel,Portugal,110.4
City Hotel,Portugal,95.0
City Hotel,Portugal,90.0
City Hotel,Portugal,156.42
City Hotel,International,109.65
City Hotel,International,109.65
City Hotel,International,149.4
City Hotel,International,231.5
City Hotel,Portugal,170.63
City Hotel,Portugal,85.0
City Hotel,Portugal,150.02
City Hotel,International,234.71
City Hotel,International,236.14
City Hotel,Portugal,118.15
City Hotel,Portugal,118.15
City Hotel,International,164.0
City Hotel,Portugal,118.15
City Hotel,Portugal,118.15
City Hotel,Portugal,118.15
City Hotel,Portugal,136.0
City Hotel,Portugal,118.15
City Hotel,Portugal,118.15
City Hotel,Portugal,134.0
City Hotel,International,130.5
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,100.0
City Hotel,International,112.59
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,100.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,122.0
City Hotel,Portugal,106.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,100.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,100.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,100.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,100.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,International,192.6
City Hotel,International,140.4
City Hotel,International,234.0
City Hotel,International,149.4
City Hotel,International,149.4
City Hotel,Portugal,110.0
City Hotel,International,73.37
City Hotel,International,119.85
City Hotel,International,116.1
City Hotel,International,118.8
City Hotel,International,129.86
City Hotel,Portugal,143.0
City Hotel,International,129.0
City Hotel,Portugal,190.0
City Hotel,Portugal,143.0
City Hotel,International,129.0
City Hotel,International,129.0
City Hotel,Portugal,80.75
City Hotel,International,168.3
City Hotel,International,168.3
City Hotel,Portugal,243.9
City Hotel,International,168.3
City Hotel,Portugal,207.9
City Hotel,International,207.9
City Hotel,International,143.1
City Hotel,International,143.1
City Hotel,International,159.3
City Hotel,International,143.1
City Hotel,International,143.1
City Hotel,International,150.45
City Hotel,International,135.9
City Hotel,International,143.1
City Hotel,International,162.0
City Hotel,International,162.0
City Hotel,International,143.1
City Hotel,International,143.1
City Hotel,International,162.0
City Hotel,International,162.0
City Hotel,International,150.45
City Hotel,International,143.1
City Hotel,International,129.6
City Hotel,International,143.1
City Hotel,International,162.0
City Hotel,Portugal,110.0
City Hotel,International,168.3
City Hotel,Portugal,160.0
City Hotel,International,149.4
City Hotel,International,212.1
City Hotel,International,143.1
City Hotel,International,109.65
City Hotel,International,122.83
City Hotel,International,126.9
City Hotel,Portugal,80.75
City Hotel,International,177.3
City Hotel,International,129.54
City Hotel,Portugal,169.0
City Hotel,Portugal,75.0
City Hotel,Portugal,85.5
City Hotel,Portugal,75.0
City Hotel,International,127.38
City Hotel,International,127.38
City Hotel,Portugal,95.0
City Hotel,Portugal,85.0
City Hotel,Portugal,85.0
City Hotel,Portugal,85.0
City Hotel,International,144.9
City Hotel,International,143.1
City Hotel,International,129.6
City Hotel,International,129.6
City Hotel,International,149.4
City Hotel,International,143.1
City Hotel,Portugal,59.0
City Hotel,International,184.0
City Hotel,Portugal,59.0
City Hotel,International,184.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,89.0
City Hotel,International,184.0
City Hotel,Portugal,150.15
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,95.0
City Hotel,International,168.3
City Hotel,International,159.3
City Hotel,International,113.4
City Hotel,International,113.4
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,International,159.3
City Hotel,Portugal,95.0
City Hotel,International,159.3
City Hotel,International,113.4
City Hotel,Portugal,85.0
City Hotel,International,113.4
City Hotel,Portugal,95.0
City Hotel,International,113.4
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,International,159.3
City Hotel,International,129.6
City Hotel,Portugal,95.0
City Hotel,International,119.85
City Hotel,International,220.73
City Hotel,Portugal,141.5
City Hotel,International,118.8
City Hotel,International,213.3
City Hotel,International,129.6
City Hotel,International,149.4
City Hotel,International,137.28
City Hotel,International,108.8
City Hotel,International,107.59
City Hotel,International,159.0
City Hotel,International,159.3
City Hotel,International,126.9
City Hotel,International,65.0
City Hotel,International,65.0
City Hotel,International,118.0
City Hotel,International,125.4
City Hotel,International,95.4
City Hotel,International,65.0
City Hotel,International,65.0
City Hotel,Portugal,65.0
City Hotel,Portugal,120.0
City Hotel,International,149.4
City Hotel,International,95.4
City Hotel,International,126.9
City Hotel,International,95.4
City Hotel,Portugal,65.0
City Hotel,International,65.0
City Hotel,International,65.0
City Hotel,Portugal,65.0
City Hotel,Portugal,120.0
City Hotel,International,149.0
City Hotel,International,65.0
City Hotel,International,65.0
City Hotel,Portugal,120.0
City Hotel,International,168.3
City Hotel,International,65.0
City Hotel,International,65.0
City Hotel,International,95.4
City Hotel,International,95.4
City Hotel,Portugal,65.0
City Hotel,International,65.0
City Hotel,International,65.0
City Hotel,International,65.0
City Hotel,International,95.4
City Hotel,Portugal,119.7
City Hotel,International,65.0
City Hotel,International,159.0
City Hotel,International,154.5
City Hotel,International,118.2
City Hotel,International,210.03
City Hotel,International,134.1
City Hotel,International,132.77
City Hotel,International,132.77
City Hotel,Portugal,157.5
City Hotel,International,143.55
City Hotel,International,168.3
City Hotel,Portugal,96.0
City Hotel,Portugal,96.0
City Hotel,Portugal,96.0
City Hotel,Portugal,96.0
City Hotel,Portugal,96.0
City Hotel,Portugal,96.0
City Hotel,Portugal,96.0
City Hotel,International,180.0
City Hotel,International,259.0
City Hotel,International,168.3
City Hotel,Portugal,96.0
City Hotel,Portugal,96.0
City Hotel,Portugal,96.0
City Hotel,Portugal,96.0
City Hotel,Portugal,96.0
City Hotel,Portugal,96.0
City Hotel,Portugal,149.0
City Hotel,Portugal,96.0
City Hotel,Portugal,96.0
City Hotel,Portugal,96.0
City Hotel,Portugal,96.0
City Hotel,International,135.9
City Hotel,Portugal,96.0
City Hotel,Portugal,96.0
City Hotel,Portugal,96.0
City Hotel,International,168.3
City Hotel,International,202.05
City Hotel,International,168.3
City Hotel,International,207.9
City Hotel,International,129.0
City Hotel,International,207.9
City Hotel,International,197.7
City Hotel,International,161.5
City Hotel,International,195.53
City Hotel,Portugal,117.2
City Hotel,Portugal,146.2
City Hotel,International,149.4
City Hotel,International,143.1
City Hotel,International,139.14
City Hotel,Portugal,145.8
City Hotel,Portugal,145.8
City Hotel,International,146.96
City Hotel,International,129.6
City Hotel,International,146.96
City Hotel,International,119.0
City Hotel,Portugal,90.0
City Hotel,Portugal,129.7
City Hotel,International,129.0
City Hotel,International,89.1
City Hotel,Portugal,104.64
City Hotel,International,149.0
City Hotel,International,89.1
City Hotel,International,135.9
City Hotel,International,164.0
City Hotel,International,149.0
City Hotel,International,201.6
City Hotel,International,152.1
City Hotel,Portugal,127.33
City Hotel,International,116.1
City Hotel,Portugal,127.33
City Hotel,International,162.0
City Hotel,International,149.4
City Hotel,International,125.1
City Hotel,International,119.0
City Hotel,International,149.4
City Hotel,Portugal,127.2
City Hotel,International,140.4
City Hotel,International,251.5
City Hotel,International,99.0
City Hotel,Portugal,119.0
City Hotel,Portugal,98.1
City Hotel,International,129.0
City Hotel,International,81.0
City Hotel,International,99.0
City Hotel,Portugal,98.1
City Hotel,Portugal,164.0
City Hotel,International,125.1
City Hotel,International,99.0
City Hotel,International,135.9
City Hotel,Portugal,111.2
City Hotel,International,107.1
City Hotel,International,149.4
City Hotel,International,107.1
City Hotel,Portugal,98.1
City Hotel,Portugal,140.2
City Hotel,International,107.1
City Hotel,International,107.1
City Hotel,International,152.1
City Hotel,International,107.1
City Hotel,International,107.1
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,International,2.0
City Hotel,International,107.0
City Hotel,International,107.0
City Hotel,Portugal,107.0
City Hotel,Portugal,107.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,International,107.0
City Hotel,International,107.0
City Hotel,Portugal,75.0
City Hotel,International,107.0
City Hotel,International,107.0
City Hotel,Portugal,107.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,106.0
City Hotel,Portugal,105.0
City Hotel,International,107.0
City Hotel,Portugal,107.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,105.0
City Hotel,International,107.0
City Hotel,Portugal,107.0
City Hotel,International,107.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,105.0
City Hotel,International,107.0
City Hotel,International,107.0
City Hotel,Portugal,107.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,International,107.0
City Hotel,Portugal,107.0
City Hotel,International,107.0
City Hotel,Portugal,75.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,133.2
City Hotel,International,135.9
City Hotel,Portugal,98.1
City Hotel,International,112.59
City Hotel,International,107.0
City Hotel,Portugal,107.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,105.0
City Hotel,Portugal,107.0
City Hotel,Portugal,107.0
City Hotel,International,107.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,International,107.0
City Hotel,Portugal,105.0
City Hotel,International,156.6
City Hotel,International,107.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,75.0
City Hotel,International,107.0
City Hotel,International,107.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,107.0
City Hotel,Portugal,107.0
City Hotel,Portugal,86.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,International,135.9
City Hotel,Portugal,105.0
City Hotel,International,2.0
City Hotel,International,107.0
City Hotel,Portugal,105.0
City Hotel,International,107.0
City Hotel,International,107.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,105.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,International,119.0
City Hotel,International,119.0
City Hotel,Portugal,106.4
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,International,164.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,131.2
City Hotel,International,119.85
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,International,139.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,International,154.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,International,191.31
City Hotel,International,193.92
City Hotel,Portugal,85.0
City Hotel,Portugal,75.0
City Hotel,International,129.0
City Hotel,International,149.4
City Hotel,International,149.4
City Hotel,International,154.0
City Hotel,International,136.89
City Hotel,International,115.2
City Hotel,International,149.4
City Hotel,International,154.0
City Hotel,Portugal,188.0
City Hotel,International,116.1
City Hotel,Portugal,103.46
City Hotel,International,122.31
City Hotel,International,177.3
City Hotel,International,135.9
City Hotel,International,115.23
City Hotel,International,168.3
City Hotel,International,226.5
City Hotel,International,128.99
City Hotel,International,130.61
City Hotel,International,226.5
City Hotel,International,111.35
City Hotel,International,129.0
City Hotel,Portugal,85.0
City Hotel,Portugal,97.71
City Hotel,International,112.59
City Hotel,Portugal,94.25
City Hotel,International,154.0
City Hotel,Portugal,97.71
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,International,126.9
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,95.0
City Hotel,Portugal,100.0
City Hotel,International,119.85
City Hotel,International,115.6
City Hotel,International,126.36
City Hotel,Portugal,100.0
City Hotel,Portugal,100.0
City Hotel,International,169.52
City Hotel,Portugal,100.0
City Hotel,Portugal,279.2
City Hotel,International,187.28
City Hotel,International,169.0
City Hotel,Portugal,118.09
City Hotel,Portugal,59.0
City Hotel,International,106.2
City Hotel,International,106.2
City Hotel,International,125.1
City Hotel,International,106.2
City Hotel,Portugal,59.0
City Hotel,International,139.0
City Hotel,Portugal,105.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,International,174.0
City Hotel,International,234.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,International,139.5
City Hotel,International,139.5
City Hotel,International,132.84
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,International,120.9
City Hotel,International,106.2
City Hotel,International,139.5
City Hotel,International,139.5
City Hotel,International,106.2
City Hotel,International,115.5
City Hotel,International,139.5
City Hotel,International,139.5
City Hotel,International,100.8
City Hotel,International,131.4
City Hotel,International,100.3
City Hotel,International,131.4
City Hotel,Portugal,131.0
City Hotel,International,108.8
City Hotel,International,137.7
City Hotel,International,100.3
City Hotel,International,100.3
City Hotel,International,101.15
City Hotel,International,137.7
City Hotel,International,111.35
City Hotel,International,100.3
City Hotel,International,100.3
City Hotel,International,100.3
City Hotel,International,100.3
City Hotel,International,100.3
City Hotel,International,100.3
City Hotel,International,100.3
City Hotel,Portugal,114.04
City Hotel,International,114.04
City Hotel,International,195.0
City Hotel,Portugal,110.0
City Hotel,International,132.3
City Hotel,International,195.0
City Hotel,Portugal,110.0
City Hotel,International,195.0
City Hotel,Portugal,110.0
City Hotel,Portugal,95.0
City Hotel,International,140.4
City Hotel,International,117.9
City Hotel,International,159.3
City Hotel,International,140.4
City Hotel,International,224.1
City Hotel,International,216.45
City Hotel,International,117.9
City Hotel,International,140.4
City Hotel,Portugal,160.0
City Hotel,Portugal,160.0
City Hotel,International,106.2
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,120.0
City Hotel,Portugal,110.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,95.0
City Hotel,Portugal,80.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,International,135.9
City Hotel,International,154.8
City Hotel,Portugal,160.0
City Hotel,Portugal,160.0
City Hotel,Portugal,160.0
City Hotel,International,95.4
City Hotel,International,95.4
City Hotel,Portugal,160.0
City Hotel,Portugal,160.0
City Hotel,International,106.2
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,160.0
City Hotel,Portugal,160.0
City Hotel,International,121.4
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,120.0
City Hotel,International,95.4
City Hotel,Portugal,120.0
City Hotel,Portugal,160.0
City Hotel,Portugal,160.0
City Hotel,Portugal,160.0
City Hotel,International,104.1
City Hotel,International,106.2
City Hotel,Portugal,95.0
City Hotel,International,154.8
City Hotel,Portugal,160.0
City Hotel,Portugal,160.0
City Hotel,International,106.2
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,160.0
City Hotel,Portugal,160.0
City Hotel,Portugal,95.0
City Hotel,Portugal,160.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,International,95.4
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,160.0
City Hotel,Portugal,160.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,160.0
City Hotel,Portugal,160.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,International,135.9
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,160.0
City Hotel,Portugal,160.0
City Hotel,Portugal,95.0
City Hotel,Portugal,120.0
City Hotel,Portugal,160.0
City Hotel,Portugal,160.0
City Hotel,International,100.8
City Hotel,Portugal,120.0
City Hotel,International,113.4
City Hotel,International,126.9
City Hotel,International,175.1
City Hotel,International,113.4
City Hotel,International,113.4
City Hotel,International,113.4
City Hotel,International,113.4
City Hotel,International,113.4
City Hotel,International,113.4
City Hotel,International,113.4
City Hotel,International,113.4
City Hotel,International,113.4
City Hotel,Portugal,73.96
City Hotel,Portugal,73.96
City Hotel,Portugal,73.96
City Hotel,Portugal,110.0
City Hotel,Portugal,180.0
City Hotel,International,95.4
City Hotel,International,95.4
City Hotel,International,115.2
City Hotel,International,95.4
City Hotel,International,115.2
City Hotel,International,115.2
City Hotel,International,115.2
City Hotel,International,95.4
City Hotel,Portugal,96.0
City Hotel,International,115.2
City Hotel,International,115.2
City Hotel,International,95.4
City Hotel,International,95.4
City Hotel,Portugal,96.0
City Hotel,International,95.4
City Hotel,Portugal,96.0
City Hotel,International,98.1
City Hotel,International,95.4
City Hotel,International,95.4
City Hotel,International,115.2
City Hotel,International,115.2
City Hotel,International,115.2
City Hotel,International,95.4
City Hotel,Portugal,96.0
City Hotel,Portugal,96.0
City Hotel,International,108.9
City Hotel,International,108.9
City Hotel,International,98.1
City Hotel,Portugal,96.0
City Hotel,International,106.2
City Hotel,International,108.9
City Hotel,International,106.2
City Hotel,Portugal,96.0
City Hotel,International,108.9
City Hotel,International,108.9
City Hotel,International,106.2
City Hotel,International,106.2
City Hotel,Portugal,96.0
City Hotel,International,108.9
City Hotel,Portugal,96.0
City Hotel,International,108.9
City Hotel,Portugal,96.0
City Hotel,International,132.3
City Hotel,International,108.9
City Hotel,International,106.2
City Hotel,Portugal,96.0
City Hotel,International,108.9
City Hotel,International,128.7
City Hotel,Portugal,96.0
City Hotel,International,106.2
City Hotel,Portugal,96.0
City Hotel,Portugal,96.0
City Hotel,International,132.3
City Hotel,Portugal,96.0
City Hotel,Portugal,96.0
City Hotel,International,108.9
City Hotel,International,106.2
City Hotel,Portugal,96.0
City Hotel,Portugal,96.0
City Hotel,Portugal,96.0
City Hotel,International,108.9
City Hotel,International,92.65
City Hotel,International,122.4
City Hotel,International,102.85
City Hotel,International,122.4
City Hotel,International,294.0
City Hotel,International,143.55
City Hotel,International,132.3
City Hotel,International,97.2
City Hotel,Portugal,140.0
City Hotel,International,132.3
City Hotel,International,155.0
City Hotel,International,127.0
City Hotel,International,108.0
City Hotel,International,134.0
City Hotel,International,113.4
City Hotel,International,108.0
City Hotel,International,147.0
City Hotel,International,119.07
City Hotel,International,147.0
City Hotel,International,118.8
City Hotel,International,133.0
City Hotel,International,126.0
City Hotel,International,108.0
City Hotel,Portugal,108.0
City Hotel,International,114.3
City Hotel,International,113.4
City Hotel,International,116.1
City Hotel,International,108.0
City Hotel,International,108.0
City Hotel,Portugal,107.0
City Hotel,International,129.0
City Hotel,International,108.0
City Hotel,International,139.28
City Hotel,International,139.5
City Hotel,Portugal,123.82
City Hotel,International,119.85
City Hotel,International,125.55
City Hotel,International,90.1
City Hotel,International,90.1
City Hotel,International,100.3
City Hotel,International,125.1
City Hotel,International,100.3
City Hotel,International,126.0
City Hotel,Portugal,83.85
City Hotel,International,108.0
City Hotel,International,119.07
City Hotel,International,135.0
City Hotel,International,113.4
City Hotel,International,108.0
City Hotel,International,97.2
City Hotel,International,108.0
City Hotel,International,215.55
City Hotel,International,129.0
City Hotel,International,126.0
City Hotel,International,108.0
City Hotel,Portugal,105.0
City Hotel,International,116.1
City Hotel,International,135.0
City Hotel,International,149.0
City Hotel,International,135.0
City Hotel,International,153.0
City Hotel,International,105.3
City Hotel,Portugal,106.0
City Hotel,International,102.85
City Hotel,Portugal,100.0
City Hotel,Portugal,100.0
City Hotel,International,118.8
City Hotel,International,102.85
City Hotel,Portugal,100.0
City Hotel,Portugal,100.0
City Hotel,Portugal,100.0
City Hotel,Portugal,100.0
City Hotel,International,108.0
City Hotel,Portugal,100.0
City Hotel,Portugal,100.0
City Hotel,International,132.3
City Hotel,International,152.78
City Hotel,International,108.8
City Hotel,Portugal,111.6
City Hotel,Portugal,100.0
City Hotel,International,108.8
City Hotel,Portugal,100.0
City Hotel,International,102.85
City Hotel,Portugal,100.0
City Hotel,International,108.8
City Hotel,International,139.28
City Hotel,International,126.3
City Hotel,Portugal,100.0
City Hotel,International,102.85
City Hotel,International,139.5
City Hotel,Portugal,100.0
City Hotel,Portugal,100.0
City Hotel,International,168.3
City Hotel,Portugal,100.0
City Hotel,Portugal,100.0
City Hotel,Portugal,100.0
City Hotel,Portugal,100.0
City Hotel,International,133.45
City Hotel,International,163.8
City Hotel,International,173.25
City Hotel,Portugal,85.0
City Hotel,International,108.0
City Hotel,International,98.1
City Hotel,International,98.1
City Hotel,International,98.1
City Hotel,International,98.1
City Hotel,International,118.8
City Hotel,International,108.0
City Hotel,International,103.5
City Hotel,International,101.05
City Hotel,International,125.1
City Hotel,International,116.1
City Hotel,International,108.9
City Hotel,International,108.9
City Hotel,International,125.1
City Hotel,International,101.05
City Hotel,International,129.0
City Hotel,International,122.4
City Hotel,International,180.9
City Hotel,International,125.1
City Hotel,International,122.4
City Hotel,International,122.4
City Hotel,International,118.8
City Hotel,International,125.55
City Hotel,International,139.5
City Hotel,International,102.85
City Hotel,Portugal,82.28
City Hotel,Portugal,82.28
City Hotel,International,151.2
City Hotel,International,102.06
City Hotel,Portugal,96.8
City Hotel,International,160.3
City Hotel,Portugal,131.0
City Hotel,Portugal,80.0
City Hotel,Portugal,90.0
City Hotel,Portugal,229.46
City Hotel,International,140.0
City Hotel,Portugal,90.0
City Hotel,Portugal,80.0
City Hotel,Portugal,80.0
City Hotel,Portugal,90.0
City Hotel,Portugal,80.0
City Hotel,Portugal,80.0
City Hotel,Portugal,80.0
City Hotel,Portugal,80.0
City Hotel,Portugal,90.0
City Hotel,Portugal,80.0
City Hotel,Portugal,80.0
City Hotel,Portugal,80.0
City Hotel,Portugal,90.0
City Hotel,Portugal,80.0
City Hotel,Portugal,90.0
City Hotel,International,132.6
City Hotel,International,97.2
City Hotel,International,125.55
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,International,139.5
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,International,125.55
City Hotel,Portugal,120.0
City Hotel,Portugal,89.0
City Hotel,Portugal,78.2
City Hotel,International,113.4
City Hotel,Portugal,120.0
City Hotel,Portugal,78.2
City Hotel,Portugal,120.0
City Hotel,International,225.0
City Hotel,International,216.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,78.2
City Hotel,Portugal,78.2
City Hotel,Portugal,89.0
City Hotel,Portugal,120.0
City Hotel,International,108.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,International,139.5
City Hotel,International,122.4
City Hotel,International,108.0
City Hotel,International,157.5
City Hotel,International,178.2
City Hotel,International,98.1
City Hotel,Portugal,89.0
City Hotel,International,118.8
City Hotel,International,157.5
City Hotel,Portugal,89.0
City Hotel,Portugal,90.0
City Hotel,Portugal,90.0
City Hotel,Portugal,90.0
City Hotel,Portugal,90.0
City Hotel,Portugal,90.0
City Hotel,Portugal,90.0
City Hotel,Portugal,90.0
City Hotel,Portugal,90.0
City Hotel,Portugal,90.0
City Hotel,Portugal,90.0
City Hotel,Portugal,90.0
City Hotel,Portugal,90.0
City Hotel,Portugal,90.0
City Hotel,Portugal,90.0
City Hotel,Portugal,90.0
City Hotel,Portugal,90.0
City Hotel,Portugal,90.0
City Hotel,Portugal,90.0
City Hotel,Portugal,90.0
City Hotel,Portugal,90.0
City Hotel,International,98.1
City Hotel,Portugal,90.0
City Hotel,Portugal,90.0
