previous_cancellations_group,adr
0 cancellations,100.0
0 cancellations,100.0
0 cancellations,100.0
0 cancellations,100.0
0 cancellations,100.0
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,100.0
0 cancellations,100.0
0 cancellations,100.0
0 cancellations,100.0
0 cancellations,100.0
0 cancellations,100.0
0 cancellations,100.0
0 cancellations,100.0
0 cancellations,100.0
0 cancellations,100.0
0 cancellations,100.0
0 cancellations,100.0
0 cancellations,100.0
0 cancellations,100.0
0 cancellations,161.1
0 cancellations,100.0
0 cancellations,100.0
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,189.0
0 cancellations,152.2
0 cancellations,79.0
0 cancellations,173.0
0 cancellations,136.06
0 cancellations,148.0
0 cancellations,147.6
0 cancellations,220.0
0 cancellations,156.92
0 cancellations,143.28
0 cancellations,59.5
0 cancellations,143.28
0 cancellations,216.0
0 cancellations,131.52
0 cancellations,170.0
0 cancellations,201.0
0 cancellations,103.0
0 cancellations,145.69
0 cancellations,145.69
0 cancellations,125.99
0 cancellations,127.37
0 cancellations,176.67
0 cancellations,178.75
0 cancellations,212.72
0 cancellations,120.0
0 cancellations,95.0
0 cancellations,120.0
0 cancellations,99.0
0 cancellations,120.0
0 cancellations,140.0
0 cancellations,51.4
0 cancellations,140.0
0 cancellations,51.4
0 cancellations,120.0
0 cancellations,161.1
0 cancellations,120.0
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,104.18
0 cancellations,99.68
0 cancellations,100.0
0 cancellations,79.2
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,113.4
0 cancellations,65.0
0 cancellations,149.0
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,88.0
0 cancellations,79.2
0 cancellations,130.0
0 cancellations,106.2
0 cancellations,79.2
0 cancellations,131.4
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,79.2
0 cancellations,65.0
0 cancellations,73.8
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,79.2
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,130.0
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,65.0
0 cancellations,130.2
0 cancellations,79.2
0 cancellations,121.33
0 cancellations,121.33
0 cancellations,100.67
0 cancellations,96.0
0 cancellations,166.67
0 cancellations,124.67
0 cancellations,79.2
0 cancellations,69.76
0 cancellations,112.2
0 cancellations,79.2
0 cancellations,79.2
0 cancellations,84.15
0 cancellations,84.15
0 cancellations,101.43
0 cancellations,77.71
0 cancellations,102.0
0 cancellations,74.8
0 cancellations,76.56
0 cancellations,130.0
0 cancellations,79.2
0 cancellations,72.0
0 cancellations,93.6
0 cancellations,79.2
0 cancellations,93.6
0 cancellations,95.4
0 cancellations,79.2
0 cancellations,79.2
0 cancellations,122.4
0 cancellations,79.2
0 cancellations,79.2
0 cancellations,79.2
0 cancellations,88.2
0 cancellations,72.07
0 cancellations,105.33
0 cancellations,79.2
0 cancellations,90.0
0 cancellations,78.2
0 cancellations,68.71
0 cancellations,85.75
0 cancellations,85.75
0 cancellations,83.01
0 cancellations,85.75
0 cancellations,70.55
0 cancellations,90.63
0 cancellations,72.0
0 cancellations,102.83
0 cancellations,72.0
0 cancellations,71.87
0 cancellations,70.87
0 cancellations,87.5
0 cancellations,124.67
0 cancellations,93.6
0 cancellations,93.6
0 cancellations,95.0
0 cancellations,55.08
0 cancellations,79.2
0 cancellations,88.0
0 cancellations,79.2
0 cancellations,71.28
0 cancellations,114.0
0 cancellations,124.2
0 cancellations,96.9
0 cancellations,100.63
0 cancellations,91.0
0 cancellations,96.9
0 cancellations,68.0
0 cancellations,79.0
0 cancellations,74.8
0 cancellations,76.27
0 cancellations,74.8
0 cancellations,88.4
0 cancellations,96.9
0 cancellations,85.27
0 cancellations,143.65
0 cancellations,74.8
0 cancellations,97.0
0 cancellations,107.64
0 cancellations,147.9
0 cancellations,88.0
0 cancellations,96.0
0 cancellations,106.0
0 cancellations,79.2
0 cancellations,104.0
0 cancellations,95.0
0 cancellations,109.38
0 cancellations,100.38
0 cancellations,75.9
0 cancellations,75.9
0 cancellations,75.9
0 cancellations,129.2
0 cancellations,107.1
0 cancellations,88.4
0 cancellations,80.0
0 cancellations,74.8
0 cancellations,75.82
0 cancellations,90.0
0 cancellations,67.5
0 cancellations,95.4
0 cancellations,74.8
0 cancellations,88.4
0 cancellations,96.9
0 cancellations,106.25
0 cancellations,106.25
0 cancellations,97.0
0 cancellations,99.48
0 cancellations,88.4
0 cancellations,74.8
0 cancellations,79.14
0 cancellations,89.0
0 cancellations,105.0
0 cancellations,88.0
0 cancellations,173.7
0 cancellations,91.8
0 cancellations,75.0
0 cancellations,80.08
0 cancellations,90.0
0 cancellations,122.4
0 cancellations,67.5
0 cancellations,77.0
0 cancellations,126.0
0 cancellations,75.0
0 cancellations,67.5
0 cancellations,77.0
0 cancellations,67.5
0 cancellations,74.8
0 cancellations,57.6
0 cancellations,129.0
0 cancellations,88.4
0 cancellations,85.0
0 cancellations,105.0
0 cancellations,74.8
0 cancellations,74.8
0 cancellations,73.95
0 cancellations,68.0
0 cancellations,68.0
0 cancellations,68.0
0 cancellations,68.0
0 cancellations,68.0
0 cancellations,68.0
0 cancellations,90.79
0 cancellations,84.6
0 cancellations,67.0
0 cancellations,51.4
0 cancellations,67.0
0 cancellations,51.4
0 cancellations,103.0
0 cancellations,62.8
0 cancellations,136.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,88.0
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,88.0
0 cancellations,88.0
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,79.2
0 cancellations,231.0
0 cancellations,159.0
0 cancellations,79.2
0 cancellations,88.0
0 cancellations,154.0
0 cancellations,102.6
0 cancellations,168.0
0 cancellations,149.0
0 cancellations,74.8
0 cancellations,78.63
0 cancellations,48.5
0 cancellations,74.8
0 cancellations,74.8
0 cancellations,74.8
0 cancellations,88.4
0 cancellations,85.0
0 cancellations,92.5
0 cancellations,79.33
0 cancellations,78.69
0 cancellations,79.05
0 cancellations,88.0
0 cancellations,102.6
0 cancellations,78.3
0 cancellations,72.9
0 cancellations,79.2
0 cancellations,63.36
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,91.5
0 cancellations,90.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,127.8
0 cancellations,93.6
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,93.6
0 cancellations,52.0
0 cancellations,174.0
0 cancellations,70.0
0 cancellations,93.6
0 cancellations,102.6
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,90.0
0 cancellations,88.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,90.0
0 cancellations,67.5
0 cancellations,52.0
0 cancellations,111.0
0 cancellations,86.4
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,86.4
0 cancellations,162.4
0 cancellations,68.5
0 cancellations,93.6
0 cancellations,86.4
0 cancellations,86.4
0 cancellations,86.4
0 cancellations,86.4
0 cancellations,96.0
0 cancellations,93.6
0 cancellations,93.6
0 cancellations,86.4
0 cancellations,126.0
0 cancellations,126.0
0 cancellations,93.6
0 cancellations,112.5
0 cancellations,93.6
0 cancellations,91.5
0 cancellations,146.7
0 cancellations,76.93
0 cancellations,76.93
0 cancellations,77.44
0 cancellations,75.86
0 cancellations,95.0
0 cancellations,82.44
0 cancellations,82.44
0 cancellations,90.0
0 cancellations,88.0
0 cancellations,93.6
0 cancellations,86.4
0 cancellations,86.4
0 cancellations,86.4
0 cancellations,98.8
0 cancellations,87.2
0 cancellations,91.2
0 cancellations,78.3
0 cancellations,104.0
0 cancellations,86.4
0 cancellations,79.2
0 cancellations,104.0
0 cancellations,91.2
0 cancellations,93.6
0 cancellations,90.0
0 cancellations,86.4
0 cancellations,86.4
0 cancellations,93.6
0 cancellations,68.0
0 cancellations,82.13
0 cancellations,88.4
0 cancellations,88.4
0 cancellations,97.75
0 cancellations,74.8
0 cancellations,63.75
0 cancellations,147.9
0 cancellations,171.3
0 cancellations,74.8
0 cancellations,86.4
0 cancellations,86.4
0 cancellations,101.0
0 cancellations,86.4
0 cancellations,98.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,84.6
0 cancellations,90.0
0 cancellations,84.6
0 cancellations,90.0
0 cancellations,84.6
0 cancellations,84.6
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,86.4
0 cancellations,71.28
0 cancellations,79.2
0 cancellations,93.6
0 cancellations,78.3
0 cancellations,68.0
0 cancellations,63.75
0 cancellations,77.14
0 cancellations,85.0
0 cancellations,71.21
0 cancellations,168.0
0 cancellations,74.8
0 cancellations,74.8
0 cancellations,96.92
0 cancellations,74.8
0 cancellations,97.2
0 cancellations,147.9
0 cancellations,65.0
0 cancellations,95.0
0 cancellations,137.0
0 cancellations,67.0
0 cancellations,67.91
0 cancellations,114.0
0 cancellations,86.4
0 cancellations,147.0
0 cancellations,109.8
0 cancellations,147.0
0 cancellations,93.6
0 cancellations,127.8
0 cancellations,93.6
0 cancellations,87.3
0 cancellations,106.0
0 cancellations,79.2
0 cancellations,79.2
0 cancellations,74.8
0 cancellations,115.6
0 cancellations,85.0
0 cancellations,117.3
0 cancellations,97.75
0 cancellations,115.6
0 cancellations,79.2
0 cancellations,111.0
0 cancellations,137.0
0 cancellations,72.38
0 cancellations,122.4
0 cancellations,95.38
0 cancellations,82.13
0 cancellations,93.6
0 cancellations,93.6
0 cancellations,97.07
0 cancellations,74.8
0 cancellations,147.9
0 cancellations,63.75
0 cancellations,74.8
0 cancellations,77.35
0 cancellations,77.78
0 cancellations,103.0
0 cancellations,181.0
0 cancellations,86.4
0 cancellations,83.6
0 cancellations,93.6
0 cancellations,90.33
0 cancellations,77.0
0 cancellations,79.2
0 cancellations,78.3
0 cancellations,78.3
0 cancellations,74.8
0 cancellations,77.86
0 cancellations,88.4
0 cancellations,68.07
0 cancellations,77.86
0 cancellations,105.0
0 cancellations,76.78
0 cancellations,51.4
0 cancellations,51.4
0 cancellations,79.2
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,93.0
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,108.9
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,93.6
0 cancellations,69.9
0 cancellations,67.5
0 cancellations,108.67
0 cancellations,69.9
0 cancellations,69.9
0 cancellations,104.0
0 cancellations,69.9
0 cancellations,79.2
0 cancellations,73.95
0 cancellations,88.4
0 cancellations,67.5
0 cancellations,67.5
0 cancellations,95.0
0 cancellations,79.2
0 cancellations,95.38
0 cancellations,67.5
0 cancellations,67.5
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,88.0
0 cancellations,90.0
0 cancellations,93.6
0 cancellations,79.2
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,93.6
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,88.0
0 cancellations,104.0
0 cancellations,88.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,75.0
0 cancellations,79.2
0 cancellations,104.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,90.0
0 cancellations,52.0
0 cancellations,114.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,88.0
0 cancellations,79.2
0 cancellations,79.2
0 cancellations,104.0
0 cancellations,108.67
0 cancellations,126.0
0 cancellations,74.8
0 cancellations,85.0
0 cancellations,205.0
0 cancellations,154.0
0 cancellations,74.8
0 cancellations,105.0
0 cancellations,96.9
0 cancellations,85.0
0 cancellations,58.45
0 cancellations,74.8
0 cancellations,88.0
0 cancellations,96.0
0 cancellations,104.0
0 cancellations,79.2
0 cancellations,88.0
0 cancellations,156.6
0 cancellations,79.2
0 cancellations,90.0
0 cancellations,79.2
0 cancellations,99.5
0 cancellations,126.0
0 cancellations,98.0
0 cancellations,88.0
0 cancellations,180.33
0 cancellations,90.0
0 cancellations,71.28
0 cancellations,79.2
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,88.0
0 cancellations,109.8
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,85.0
0 cancellations,89.89
0 cancellations,89.89
0 cancellations,76.29
0 cancellations,74.8
0 cancellations,97.7
0 cancellations,138.6
0 cancellations,83.2
0 cancellations,65.54
0 cancellations,83.2
0 cancellations,115.6
0 cancellations,74.8
0 cancellations,76.29
0 cancellations,76.12
0 cancellations,74.8
0 cancellations,90.0
0 cancellations,88.0
0 cancellations,80.0
0 cancellations,88.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,79.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,79.2
0 cancellations,106.0
0 cancellations,89.25
0 cancellations,67.5
0 cancellations,78.53
0 cancellations,85.16
0 cancellations,76.16
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,90.0
0 cancellations,88.4
0 cancellations,63.75
0 cancellations,88.4
0 cancellations,74.8
0 cancellations,74.8
0 cancellations,90.0
0 cancellations,109.8
0 cancellations,78.0
0 cancellations,12.0
0 cancellations,109.8
0 cancellations,76.0
0 cancellations,114.0
0 cancellations,104.0
0 cancellations,88.4
0 cancellations,67.26
0 cancellations,119.0
0 cancellations,88.4
0 cancellations,67.26
0 cancellations,51.4
0 cancellations,51.4
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,93.6
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,98.82
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,90.33
0 cancellations,67.5
0 cancellations,86.7
0 cancellations,86.7
0 cancellations,104.0
0 cancellations,73.95
0 cancellations,73.95
0 cancellations,73.95
0 cancellations,74.8
0 cancellations,86.7
0 cancellations,74.8
0 cancellations,85.0
0 cancellations,88.4
0 cancellations,96.0
0 cancellations,73.95
0 cancellations,86.7
0 cancellations,86.7
0 cancellations,73.95
0 cancellations,73.95
0 cancellations,73.95
0 cancellations,74.8
0 cancellations,73.95
0 cancellations,73.95
0 cancellations,73.95
0 cancellations,133.5
0 cancellations,59.16
0 cancellations,59.16
0 cancellations,51.0
0 cancellations,132.67
0 cancellations,75.54
0 cancellations,66.29
0 cancellations,74.8
0 cancellations,93.6
0 cancellations,71.22
0 cancellations,71.22
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,75.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,79.2
0 cancellations,52.0
0 cancellations,128.1
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,117.5
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,98.8
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,79.2
0 cancellations,75.0
0 cancellations,79.2
0 cancellations,126.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,117.5
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,156.6
0 cancellations,52.0
0 cancellations,79.2
0 cancellations,127.2
0 cancellations,88.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,152.55
0 cancellations,93.6
0 cancellations,79.2
0 cancellations,52.0
0 cancellations,91.5
0 cancellations,109.8
0 cancellations,79.2
0 cancellations,88.2
0 cancellations,88.0
0 cancellations,72.9
0 cancellations,78.3
0 cancellations,102.6
0 cancellations,96.0
0 cancellations,93.6
0 cancellations,76.29
0 cancellations,74.8
0 cancellations,74.8
0 cancellations,74.8
0 cancellations,119.0
0 cancellations,88.4
0 cancellations,184.75
0 cancellations,76.29
0 cancellations,121.98
0 cancellations,74.8
0 cancellations,76.29
0 cancellations,88.4
0 cancellations,89.89
0 cancellations,74.8
0 cancellations,147.9
0 cancellations,119.0
0 cancellations,88.4
0 cancellations,88.0
0 cancellations,74.8
0 cancellations,88.4
0 cancellations,76.59
0 cancellations,76.59
0 cancellations,75.66
0 cancellations,88.0
0 cancellations,131.89
0 cancellations,159.0
0 cancellations,111.0
0 cancellations,88.0
0 cancellations,98.0
0 cancellations,177.5
0 cancellations,98.0
0 cancellations,113.67
0 cancellations,115.2
0 cancellations,156.6
0 cancellations,154.0
0 cancellations,109.8
0 cancellations,154.0
0 cancellations,119.0
0 cancellations,78.3
0 cancellations,109.8
0 cancellations,119.0
0 cancellations,104.0
0 cancellations,74.8
0 cancellations,98.39
0 cancellations,89.89
0 cancellations,89.89
0 cancellations,74.8
0 cancellations,89.59
0 cancellations,98.39
0 cancellations,89.39
0 cancellations,97.75
0 cancellations,167.45
0 cancellations,66.29
0 cancellations,156.6
0 cancellations,104.0
0 cancellations,109.8
0 cancellations,67.0
0 cancellations,98.1
0 cancellations,67.0
0 cancellations,96.0
0 cancellations,104.0
0 cancellations,109.8
0 cancellations,96.0
0 cancellations,67.5
0 cancellations,79.2
0 cancellations,68.0
0 cancellations,119.0
0 cancellations,96.9
0 cancellations,211.0
0 cancellations,119.0
0 cancellations,119.0
0 cancellations,130.9
0 cancellations,74.8
0 cancellations,74.8
0 cancellations,74.8
0 cancellations,114.0
0 cancellations,72.0
0 cancellations,85.75
0 cancellations,74.8
0 cancellations,66.29
0 cancellations,87.41
0 cancellations,74.8
0 cancellations,88.4
0 cancellations,137.0
0 cancellations,88.0
0 cancellations,79.2
0 cancellations,79.2
0 cancellations,88.0
0 cancellations,106.0
0 cancellations,79.2
0 cancellations,90.0
0 cancellations,140.0
0 cancellations,68.0
0 cancellations,126.3
0 cancellations,88.4
0 cancellations,88.4
0 cancellations,74.8
0 cancellations,59.5
0 cancellations,88.0
0 cancellations,88.4
0 cancellations,77.03
0 cancellations,89.0
0 cancellations,89.0
0 cancellations,88.0
0 cancellations,62.64
0 cancellations,126.0
0 cancellations,72.38
0 cancellations,88.0
0 cancellations,79.2
0 cancellations,86.4
0 cancellations,72.9
0 cancellations,79.2
0 cancellations,79.2
0 cancellations,86.4
0 cancellations,94.5
0 cancellations,109.8
0 cancellations,142.0
0 cancellations,154.0
0 cancellations,109.8
0 cancellations,78.3
0 cancellations,73.95
0 cancellations,100.3
0 cancellations,74.8
0 cancellations,117.3
0 cancellations,100.3
0 cancellations,103.7
0 cancellations,97.75
0 cancellations,88.4
0 cancellations,83.2
0 cancellations,76.78
0 cancellations,90.1
0 cancellations,88.4
0 cancellations,90.1
0 cancellations,90.0
0 cancellations,102.6
0 cancellations,65.0
0 cancellations,93.6
0 cancellations,93.6
0 cancellations,79.2
0 cancellations,93.6
0 cancellations,102.6
0 cancellations,104.0
0 cancellations,113.0
0 cancellations,79.2
0 cancellations,86.4
0 cancellations,104.0
0 cancellations,86.4
0 cancellations,113.0
0 cancellations,77.86
0 cancellations,103.7
0 cancellations,74.8
0 cancellations,88.4
0 cancellations,77.86
0 cancellations,81.3
0 cancellations,119.0
0 cancellations,155.72
0 cancellations,88.4
0 cancellations,99.88
0 cancellations,85.0
0 cancellations,171.44
0 cancellations,152.55
0 cancellations,89.25
0 cancellations,88.4
0 cancellations,119.0
0 cancellations,74.8
0 cancellations,96.9
0 cancellations,63.75
0 cancellations,115.6
0 cancellations,74.8
0 cancellations,104.0
0 cancellations,79.2
0 cancellations,79.2
0 cancellations,75.99
0 cancellations,90.0
0 cancellations,51.4
0 cancellations,79.2
0 cancellations,51.4
0 cancellations,88.0
0 cancellations,79.2
0 cancellations,88.0
0 cancellations,98.1
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,109.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,112.5
0 cancellations,86.4
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,93.6
0 cancellations,174.0
0 cancellations,92.67
0 cancellations,122.0
0 cancellations,86.4
0 cancellations,108.67
0 cancellations,79.2
0 cancellations,79.2
0 cancellations,92.65
0 cancellations,88.0
0 cancellations,86.4
0 cancellations,174.0
0 cancellations,122.0
0 cancellations,126.0
0 cancellations,88.0
0 cancellations,156.6
0 cancellations,122.0
0 cancellations,72.9
0 cancellations,86.4
0 cancellations,104.0
0 cancellations,93.6
0 cancellations,231.0
0 cancellations,122.0
0 cancellations,109.8
0 cancellations,79.2
0 cancellations,80.0
0 cancellations,126.0
0 cancellations,79.2
0 cancellations,111.6
0 cancellations,112.5
0 cancellations,93.6
0 cancellations,79.2
0 cancellations,88.4
0 cancellations,74.8
0 cancellations,88.4
0 cancellations,96.9
0 cancellations,63.75
0 cancellations,63.75
0 cancellations,100.3
0 cancellations,73.95
0 cancellations,79.2
0 cancellations,95.0
0 cancellations,88.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,49.68
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,65.0
0 cancellations,109.8
0 cancellations,52.0
0 cancellations,104.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,95.0
0 cancellations,79.2
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,88.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,52.0
0 cancellations,110.7
0 cancellations,126.0
0 cancellations,79.2
0 cancellations,67.5
0 cancellations,109.8
0 cancellations,119.0
0 cancellations,74.8
0 cancellations,63.75
0 cancellations,51.05
0 cancellations,119.0
0 cancellations,75.99
0 cancellations,71.25
0 cancellations,74.8
0 cancellations,167.45
0 cancellations,161.0
0 cancellations,127.8
0 cancellations,101.0
0 cancellations,105.0
0 cancellations,88.0
0 cancellations,101.0
0 cancellations,67.5
0 cancellations,88.0
0 cancellations,88.0
0 cancellations,79.2
0 cancellations,67.5
0 cancellations,176.33
0 cancellations,89.89
0 cancellations,104.0
0 cancellations,73.95
0 cancellations,105.4
0 cancellations,67.81
0 cancellations,133.6
0 cancellations,88.0
0 cancellations,88.0
0 cancellations,126.0
0 cancellations,119.0
0 cancellations,88.4
0 cancellations,96.9
0 cancellations,68.0
0 cancellations,88.0
0 cancellations,79.2
0 cancellations,108.0
0 cancellations,67.5
0 cancellations,106.0
0 cancellations,96.9
0 cancellations,130.9
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,75.0
0 cancellations,103.7
0 cancellations,88.0
0 cancellations,74.8
0 cancellations,93.6
0 cancellations,124.0
0 cancellations,98.0
0 cancellations,86.7
0 cancellations,86.7
0 cancellations,74.8
0 cancellations,85.0
0 cancellations,85.0
0 cancellations,74.8
0 cancellations,74.8
0 cancellations,98.0
0 cancellations,118.0
0 cancellations,124.2
0 cancellations,98.0
0 cancellations,88.0
0 cancellations,138.6
0 cancellations,74.8
0 cancellations,63.75
0 cancellations,63.75
0 cancellations,51.4
0 cancellations,51.4
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,79.2
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,93.6
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,62.8
0 cancellations,109.8
0 cancellations,79.2
0 cancellations,87.3
0 cancellations,79.2
0 cancellations,79.2
0 cancellations,79.2
0 cancellations,87.3
0 cancellations,79.2
0 cancellations,66.3
0 cancellations,66.3
0 cancellations,130.9
0 cancellations,66.3
0 cancellations,66.3
0 cancellations,66.3
0 cancellations,104.55
0 cancellations,74.8
0 cancellations,74.8
0 cancellations,74.8
0 cancellations,92.31
0 cancellations,63.75
0 cancellations,104.0
0 cancellations,63.75
0 cancellations,78.0
0 cancellations,63.75
0 cancellations,104.0
0 cancellations,120.49
0 cancellations,122.4
0 cancellations,78.0
0 cancellations,88.0
0 cancellations,78.0
0 cancellations,79.2
0 cancellations,78.0
0 cancellations,78.0
0 cancellations,154.0
0 cancellations,104.0
0 cancellations,67.5
0 cancellations,79.2
0 cancellations,79.2
0 cancellations,79.2
0 cancellations,103.5
0 cancellations,79.2
0 cancellations,79.2
0 cancellations,79.2
0 cancellations,103.5
0 cancellations,78.0
0 cancellations,78.0
0 cancellations,103.5
0 cancellations,79.2
0 cancellations,79.2
0 cancellations,78.0
0 cancellations,103.5
0 cancellations,103.5
0 cancellations,79.2
0 cancellations,103.5
0 cancellations,79.2
0 cancellations,78.0
0 cancellations,79.2
0 cancellations,79.2
0 cancellations,79.2
0 cancellations,103.5
0 cancellations,79.2
0 cancellations,79.2
0 cancellations,79.2
0 cancellations,67.32
0 cancellations,63.75
0 cancellations,147.9
0 cancellations,88.0
0 cancellations,103.5
0 cancellations,78.0
0 cancellations,103.5
0 cancellations,103.5
0 cancellations,119.0
0 cancellations,82.72
0 cancellations,74.8
0 cancellations,78.0
0 cancellations,87.78
0 cancellations,104.0
0 cancellations,88.0
0 cancellations,140.0
0 cancellations,81.6
0 cancellations,74.8
0 cancellations,78.0
0 cancellations,130.9
0 cancellations,85.0
0 cancellations,119.0
0 cancellations,73.95
0 cancellations,122.45
0 cancellations,74.8
0 cancellations,109.8
0 cancellations,79.2
0 cancellations,90.0
0 cancellations,148.39
0 cancellations,79.5
0 cancellations,88.4
0 cancellations,88.4
0 cancellations,156.6
0 cancellations,156.6
0 cancellations,88.0
0 cancellations,231.0
0 cancellations,79.2
0 cancellations,75.0
0 cancellations,86.0
0 cancellations,106.0
0 cancellations,140.0
0 cancellations,88.4
0 cancellations,140.0
0 cancellations,119.0
0 cancellations,74.8
0 cancellations,74.8
0 cancellations,74.8
0 cancellations,88.4
0 cancellations,67.32
0 cancellations,67.32
0 cancellations,105.4
0 cancellations,133.11
0 cancellations,93.6
0 cancellations,93.6
0 cancellations,93.6
