hotel,adr
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,80.75
City Hotel,99.45
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,107.95
City Hotel,129.96
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,97.75
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,110.0
City Hotel,106.74
City Hotel,99.45
City Hotel,149.0
City Hotel,59.0
City Hotel,249.0
City Hotel,79.0
City Hotel,134.1
City Hotel,79.0
City Hotel,114.3
City Hotel,215.0
City Hotel,79.0
City Hotel,59.0
City Hotel,107.1
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,168.3
City Hotel,146.7
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,86.5
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,86.75
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,86.5
City Hotel,168.3
City Hotel,86.75
City Hotel,62.0
City Hotel,86.5
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,112.5
City Hotel,103.5
City Hotel,114.3
City Hotel,114.3
City Hotel,114.3
City Hotel,129.5
City Hotel,103.5
City Hotel,139.0
City Hotel,103.5
City Hotel,103.5
City Hotel,103.5
City Hotel,103.5
City Hotel,103.5
City Hotel,103.5
City Hotel,114.3
City Hotel,149.1
City Hotel,114.3
City Hotel,97.75
City Hotel,80.75
City Hotel,173.25
City Hotel,90.95
City Hotel,138.55
City Hotel,187.0
City Hotel,129.6
City Hotel,96.79
City Hotel,90.95
City Hotel,120.7
City Hotel,97.75
City Hotel,173.25
City Hotel,99.45
City Hotel,121.55
City Hotel,146.7
City Hotel,90.95
City Hotel,120.82
City Hotel,139.0
City Hotel,139.0
City Hotel,137.0
City Hotel,139.0
City Hotel,137.0
City Hotel,150.3
City Hotel,168.3
City Hotel,135.9
City Hotel,114.3
City Hotel,118.15
City Hotel,85.5
City Hotel,139.0
City Hotel,94.5
City Hotel,136.8
City Hotel,105.3
City Hotel,166.0
City Hotel,130.5
City Hotel,246.6
City Hotel,94.5
City Hotel,114.3
City Hotel,96.3
City Hotel,132.9
City Hotel,146.7
City Hotel,166.0
City Hotel,145.0
City Hotel,132.9
City Hotel,129.0
City Hotel,187.0
City Hotel,273.0
City Hotel,70.03
City Hotel,105.83
City Hotel,144.9
City Hotel,80.75
City Hotel,99.52
City Hotel,189.9
City Hotel,146.7
City Hotel,127.8
City Hotel,127.8
City Hotel,103.5
City Hotel,148.5
City Hotel,148.5
City Hotel,96.3
City Hotel,105.3
City Hotel,166.0
City Hotel,187.0
City Hotel,86.63
City Hotel,86.62
City Hotel,70.44
City Hotel,70.44
City Hotel,76.85
City Hotel,168.3
City Hotel,127.8
City Hotel,76.85
City Hotel,139.0
City Hotel,146.7
City Hotel,116.1
City Hotel,112.05
City Hotel,112.05
City Hotel,107.55
City Hotel,68.0
City Hotel,172.55
City Hotel,153.0
City Hotel,133.69
City Hotel,103.09
City Hotel,90.95
City Hotel,103.5
City Hotel,103.5
City Hotel,112.5
City Hotel,103.5
City Hotel,114.3
City Hotel,103.5
City Hotel,103.5
City Hotel,162.67
City Hotel,256.1
City Hotel,145.0
City Hotel,145.0
City Hotel,81.82
City Hotel,81.81
City Hotel,72.25
City Hotel,93.15
City Hotel,93.15
City Hotel,264.1
City Hotel,93.15
City Hotel,93.15
City Hotel,93.15
City Hotel,93.15
City Hotel,93.15
City Hotel,93.15
City Hotel,93.15
City Hotel,93.15
City Hotel,93.15
City Hotel,93.15
City Hotel,93.15
City Hotel,93.15
City Hotel,93.15
City Hotel,82.45
City Hotel,123.3
City Hotel,63.75
City Hotel,127.82
City Hotel,142.2
City Hotel,73.12
City Hotel,140.0
City Hotel,170.1
City Hotel,108.3
City Hotel,97.5
City Hotel,140.7
City Hotel,91.38
City Hotel,101.58
City Hotel,139.95
City Hotel,91.38
City Hotel,101.58
City Hotel,120.6
City Hotel,72.25
City Hotel,169.15
City Hotel,116.45
City Hotel,90.95
City Hotel,101.58
City Hotel,139.0
City Hotel,116.45
City Hotel,80.75
City Hotel,141.0
City Hotel,80.0
City Hotel,80.75
City Hotel,217.11
City Hotel,99.45
City Hotel,134.45
City Hotel,94.5
City Hotel,105.3
City Hotel,94.5
City Hotel,137.7
City Hotel,187.0
City Hotel,90.95
City Hotel,91.13
City Hotel,90.95
City Hotel,81.81
City Hotel,139.5
City Hotel,81.82
City Hotel,81.5
City Hotel,99.45
City Hotel,130.05
City Hotel,94.5
City Hotel,105.3
City Hotel,94.5
City Hotel,106.75
City Hotel,93.6
City Hotel,89.25
City Hotel,93.6
City Hotel,105.3
City Hotel,208.0
City Hotel,152.1
City Hotel,97.75
City Hotel,105.3
City Hotel,151.0
City Hotel,72.25
City Hotel,94.5
City Hotel,79.56
City Hotel,137.7
City Hotel,118.8
City Hotel,94.5
City Hotel,105.3
City Hotel,79.56
City Hotel,130.99
City Hotel,90.95
City Hotel,86.92
City Hotel,90.95
City Hotel,168.3
City Hotel,59.0
City Hotel,124.2
City Hotel,59.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,153.0
City Hotel,177.3
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,127.8
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,177.3
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,121.5
City Hotel,189.0
City Hotel,149.4
City Hotel,105.3
City Hotel,137.7
City Hotel,105.3
City Hotel,137.7
City Hotel,137.7
City Hotel,137.7
City Hotel,146.7
City Hotel,137.7
City Hotel,94.5
City Hotel,139.5
City Hotel,109.35
City Hotel,118.8
City Hotel,114.75
City Hotel,86.82
City Hotel,131.75
City Hotel,101.15
City Hotel,137.7
City Hotel,197.0
City Hotel,86.75
City Hotel,86.5
City Hotel,94.5
City Hotel,177.3
City Hotel,86.5
City Hotel,86.75
City Hotel,139.0
City Hotel,168.3
City Hotel,82.45
City Hotel,118.8
City Hotel,65.83
City Hotel,96.0
City Hotel,96.0
City Hotel,96.0
City Hotel,96.0
City Hotel,96.0
City Hotel,96.0
City Hotel,96.0
City Hotel,96.0
City Hotel,96.0
City Hotel,96.0
City Hotel,99.45
City Hotel,89.25
City Hotel,112.32
City Hotel,112.32
City Hotel,90.46
City Hotel,90.95
City Hotel,90.95
City Hotel,169.0
City Hotel,151.0
City Hotel,139.0
City Hotel,94.5
City Hotel,121.5
City Hotel,94.5
City Hotel,139.0
City Hotel,94.5
City Hotel,102.09
City Hotel,96.0
City Hotel,105.3
City Hotel,99.9
City Hotel,151.0
City Hotel,121.5
City Hotel,137.7
City Hotel,118.8
City Hotel,94.5
City Hotel,118.8
City Hotel,121.5
City Hotel,193.0
City Hotel,72.25
City Hotel,87.13
City Hotel,83.76
City Hotel,68.0
City Hotel,79.27
City Hotel,176.95
City Hotel,87.13
City Hotel,180.5
City Hotel,111.35
City Hotel,133.17
City Hotel,139.2
City Hotel,121.37
City Hotel,87.18
City Hotel,121.37
City Hotel,121.37
City Hotel,131.36
City Hotel,123.17
City Hotel,94.5
City Hotel,86.5
City Hotel,139.0
City Hotel,85.5
City Hotel,86.75
City Hotel,85.0
City Hotel,94.5
City Hotel,94.5
City Hotel,299.33
City Hotel,94.5
City Hotel,94.5
City Hotel,105.3
City Hotel,131.75
City Hotel,161.1
City Hotel,96.3
City Hotel,131.75
City Hotel,143.0
City Hotel,191.0
City Hotel,191.0
City Hotel,101.88
City Hotel,101.88
City Hotel,109.35
City Hotel,105.3
City Hotel,86.63
City Hotel,95.63
City Hotel,168.3
City Hotel,105.3
City Hotel,94.5
City Hotel,105.3
City Hotel,94.5
City Hotel,105.3
City Hotel,94.5
City Hotel,139.95
City Hotel,72.25
City Hotel,210.6
City Hotel,123.75
City Hotel,85.0
City Hotel,80.75
City Hotel,95.2
City Hotel,110.5
City Hotel,158.95
City Hotel,107.55
City Hotel,141.75
City Hotel,90.95
City Hotel,141.3
City Hotel,78.76
City Hotel,121.37
City Hotel,90.95
City Hotel,121.37
City Hotel,72.25
City Hotel,90.95
City Hotel,139.34
City Hotel,90.95
City Hotel,139.34
City Hotel,122.61
City Hotel,139.0
City Hotel,87.78
City Hotel,162.0
City Hotel,177.3
City Hotel,134.1
City Hotel,121.8
City Hotel,134.33
City Hotel,123.9
City Hotel,85.0
City Hotel,126.0
City Hotel,123.9
City Hotel,121.8
City Hotel,72.25
City Hotel,202.58
City Hotel,90.95
City Hotel,90.95
City Hotel,121.37
City Hotel,105.3
City Hotel,89.0
City Hotel,89.0
City Hotel,106.0
City Hotel,89.0
City Hotel,105.3
City Hotel,117.9
City Hotel,89.0
City Hotel,198.9
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,72.25
City Hotel,65.0
City Hotel,65.0
City Hotel,72.25
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,142.2
City Hotel,142.2
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,159.3
City Hotel,65.0
City Hotel,198.9
City Hotel,127.5
City Hotel,105.9
City Hotel,85.5
City Hotel,72.25
City Hotel,99.7
City Hotel,96.73
City Hotel,127.5
City Hotel,80.75
City Hotel,80.75
City Hotel,130.5
City Hotel,86.75
City Hotel,59.0
City Hotel,86.5
City Hotel,63.75
City Hotel,59.0
City Hotel,62.0
City Hotel,62.0
City Hotel,63.75
City Hotel,166.0
City Hotel,109.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,105.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,86.63
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,186.3
City Hotel,104.62
City Hotel,105.0
City Hotel,109.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,143.7
City Hotel,124.8
City Hotel,94.5
City Hotel,183.3
City Hotel,62.0
City Hotel,62.0
City Hotel,142.3
City Hotel,167.95
City Hotel,102.28
City Hotel,171.9
City Hotel,168.3
City Hotel,75.0
City Hotel,142.2
City Hotel,64.0
City Hotel,64.0
City Hotel,64.0
City Hotel,123.3
City Hotel,123.3
City Hotel,64.0
City Hotel,64.0
City Hotel,64.0
City Hotel,142.2
City Hotel,88.5
City Hotel,88.5
City Hotel,90.95
City Hotel,90.95
City Hotel,101.15
City Hotel,101.15
City Hotel,90.95
City Hotel,90.95
City Hotel,90.95
City Hotel,113.41
City Hotel,81.25
City Hotel,137.94
City Hotel,63.75
City Hotel,137.7
City Hotel,139.0
City Hotel,93.5
City Hotel,96.3
City Hotel,189.0
City Hotel,189.0
City Hotel,169.0
City Hotel,112.5
City Hotel,105.3
City Hotel,121.5
City Hotel,96.3
City Hotel,94.5
City Hotel,141.0
City Hotel,99.9
City Hotel,105.3
City Hotel,112.5
City Hotel,105.3
City Hotel,168.3
City Hotel,137.7
City Hotel,105.3
City Hotel,99.45
City Hotel,152.1
City Hotel,99.45
City Hotel,121.5
City Hotel,112.2
City Hotel,99.45
City Hotel,99.45
City Hotel,121.5
City Hotel,105.3
City Hotel,94.5
City Hotel,99.9
City Hotel,123.3
City Hotel,89.25
City Hotel,94.51
City Hotel,105.3
City Hotel,160.0
City Hotel,169.0
City Hotel,177.3
City Hotel,121.5
City Hotel,86.63
City Hotel,114.3
City Hotel,137.7
City Hotel,96.9
City Hotel,137.7
City Hotel,124.6
City Hotel,86.62
City Hotel,85.01
City Hotel,94.5
City Hotel,89.25
City Hotel,90.95
City Hotel,105.3
City Hotel,107.95
City Hotel,121.5
City Hotel,72.25
City Hotel,99.45
City Hotel,9.0
City Hotel,103.5
City Hotel,114.75
City Hotel,96.3
City Hotel,151.0
City Hotel,125.1
City Hotel,164.25
City Hotel,63.75
City Hotel,94.5
City Hotel,105.3
City Hotel,121.5
City Hotel,105.3
City Hotel,130.0
City Hotel,139.5
City Hotel,97.54
City Hotel,112.0
City Hotel,177.3
City Hotel,121.5
City Hotel,137.7
City Hotel,137.7
City Hotel,94.5
City Hotel,97.54
City Hotel,105.3
City Hotel,94.5
City Hotel,130.5
City Hotel,80.75
City Hotel,178.0
City Hotel,94.5
City Hotel,89.25
City Hotel,137.7
City Hotel,182.33
City Hotel,90.95
City Hotel,131.75
City Hotel,96.9
City Hotel,80.75
City Hotel,130.05
City Hotel,91.68
City Hotel,91.68
City Hotel,71.6
City Hotel,90.1
City Hotel,105.3
City Hotel,125.1
City Hotel,94.5
City Hotel,187.0
City Hotel,94.5
City Hotel,121.5
City Hotel,187.0
City Hotel,95.75
City Hotel,137.7
City Hotel,168.3
City Hotel,114.3
City Hotel,86.5
City Hotel,146.7
City Hotel,135.9
City Hotel,85.25
City Hotel,103.7
City Hotel,89.25
City Hotel,85.25
City Hotel,80.75
City Hotel,132.88
City Hotel,160.0
City Hotel,70.03
City Hotel,94.5
City Hotel,45.0
City Hotel,121.5
City Hotel,121.5
City Hotel,94.5
City Hotel,94.5
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,45.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,135.9
City Hotel,65.0
City Hotel,65.0
City Hotel,135.9
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,82.96
City Hotel,65.0
City Hotel,91.48
City Hotel,135.9
City Hotel,65.0
City Hotel,94.5
City Hotel,135.9
City Hotel,177.3
City Hotel,105.3
City Hotel,121.5
City Hotel,135.9
City Hotel,139.95
City Hotel,121.05
City Hotel,149.4
City Hotel,278.9
City Hotel,99.45
City Hotel,99.45
City Hotel,90.95
City Hotel,90.95
City Hotel,59.0
City Hotel,59.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,83.92
City Hotel,62.0
City Hotel,62.0
City Hotel,124.0
City Hotel,123.93
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,124.0
City Hotel,131.0
City Hotel,62.0
City Hotel,169.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,83.93
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,152.1
City Hotel,124.0
City Hotel,121.8
City Hotel,120.0
City Hotel,58.14
City Hotel,134.3
City Hotel,134.3
City Hotel,80.75
City Hotel,81.5
City Hotel,80.75
City Hotel,79.26
City Hotel,6.0
City Hotel,79.27
City Hotel,90.95
City Hotel,90.95
City Hotel,129.0
City Hotel,181.0
City Hotel,109.0
City Hotel,119.0
City Hotel,137.7
City Hotel,94.5
City Hotel,76.85
City Hotel,183.3
City Hotel,76.85
City Hotel,89.75
City Hotel,99.45
City Hotel,80.75
City Hotel,89.25
City Hotel,90.95
City Hotel,99.9
City Hotel,105.3
City Hotel,109.0
City Hotel,109.0
City Hotel,109.0
City Hotel,109.0
City Hotel,114.3
City Hotel,109.0
City Hotel,109.0
City Hotel,192.3
City Hotel,121.8
City Hotel,80.75
City Hotel,142.2
City Hotel,80.75
City Hotel,168.3
City Hotel,80.75
City Hotel,80.75
City Hotel,80.75
City Hotel,152.1
City Hotel,80.75
City Hotel,80.75
City Hotel,123.3
City Hotel,80.75
City Hotel,90.95
City Hotel,132.88
City Hotel,137.19
City Hotel,149.58
City Hotel,146.7
City Hotel,127.8
City Hotel,96.3
City Hotel,72.25
City Hotel,114.75
City Hotel,114.33
City Hotel,114.75
City Hotel,91.38
City Hotel,113.9
City Hotel,158.95
City Hotel,139.5
City Hotel,120.6
City Hotel,116.45
City Hotel,72.25
City Hotel,121.37
City Hotel,121.37
City Hotel,90.95
City Hotel,140.27
City Hotel,201.0
City Hotel,109.0
City Hotel,109.0
City Hotel,109.0
City Hotel,149.4
City Hotel,105.3
City Hotel,109.0
City Hotel,121.5
City Hotel,135.9
City Hotel,86.62
City Hotel,106.0
City Hotel,107.1
City Hotel,86.63
City Hotel,123.15
City Hotel,105.3
City Hotel,159.0
City Hotel,94.5
City Hotel,105.3
City Hotel,118.15
City Hotel,138.0
City Hotel,137.7
City Hotel,94.5
City Hotel,135.9
City Hotel,130.05
City Hotel,99.45
City Hotel,167.45
City Hotel,89.25
City Hotel,130.05
City Hotel,130.05
City Hotel,112.2
City Hotel,116.17
City Hotel,114.75
City Hotel,132.48
City Hotel,132.48
City Hotel,164.25
City Hotel,99.45
City Hotel,99.45
City Hotel,169.88
City Hotel,140.27
City Hotel,134.1
City Hotel,81.82
City Hotel,81.82
City Hotel,135.01
City Hotel,119.71
City Hotel,137.7
City Hotel,266.3
City Hotel,266.3
City Hotel,105.3
City Hotel,65.0
City Hotel,118.15
City Hotel,105.3
City Hotel,118.8
City Hotel,139.0
City Hotel,121.5
City Hotel,137.7
City Hotel,118.15
City Hotel,105.3
City Hotel,90.95
City Hotel,89.25
City Hotel,105.3
City Hotel,120.6
City Hotel,108.95
City Hotel,107.1
City Hotel,89.25
City Hotel,72.25
City Hotel,167.95
City Hotel,103.09
City Hotel,173.25
City Hotel,123.75
City Hotel,90.95
City Hotel,139.5
City Hotel,231.0
City Hotel,139.5
City Hotel,94.5
City Hotel,152.1
City Hotel,135.9
City Hotel,86.63
City Hotel,86.62
City Hotel,121.5
City Hotel,152.1
City Hotel,121.5
City Hotel,112.59
City Hotel,118.8
City Hotel,119.7
City Hotel,72.25
City Hotel,119.7
City Hotel,114.3
City Hotel,139.95
City Hotel,139.95
City Hotel,99.95
City Hotel,134.1
City Hotel,123.75
City Hotel,112.2
City Hotel,112.2
City Hotel,80.75
City Hotel,112.2
City Hotel,129.7
City Hotel,114.75
City Hotel,80.75
City Hotel,107.1
City Hotel,104.76
City Hotel,104.76
City Hotel,59.0
City Hotel,59.0
City Hotel,152.1
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,94.5
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,105.3
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,105.3
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,90.25
City Hotel,62.0
City Hotel,90.25
City Hotel,137.7
City Hotel,105.3
City Hotel,166.0
City Hotel,108.3
City Hotel,114.75
City Hotel,80.75
City Hotel,135.9
City Hotel,80.75
City Hotel,151.0
City Hotel,99.45
City Hotel,130.05
City Hotel,183.3
City Hotel,104.55
City Hotel,82.45
City Hotel,92.82
City Hotel,188.42
City Hotel,129.7
City Hotel,136.12
City Hotel,135.9
City Hotel,112.2
City Hotel,118.3
City Hotel,105.3
City Hotel,96.3
City Hotel,177.3
City Hotel,131.4
City Hotel,86.75
City Hotel,105.3
City Hotel,131.4
City Hotel,86.5
City Hotel,96.3
City Hotel,100.5
City Hotel,134.1
City Hotel,96.3
City Hotel,143.7
City Hotel,120.3
City Hotel,243.6
City Hotel,96.3
City Hotel,99.45
City Hotel,99.45
City Hotel,144.45
City Hotel,99.45
City Hotel,90.95
City Hotel,89.25
City Hotel,145.41
City Hotel,139.0
City Hotel,114.3
City Hotel,96.3
City Hotel,101.15
City Hotel,105.3
City Hotel,146.7
City Hotel,105.3
City Hotel,105.3
City Hotel,85.5
City Hotel,140.4
City Hotel,131.4
City Hotel,177.3
City Hotel,97.75
City Hotel,101.15
City Hotel,128.7
City Hotel,96.3
City Hotel,93.17
City Hotel,151.0
City Hotel,121.21
City Hotel,125.1
City Hotel,96.56
City Hotel,107.1
City Hotel,130.5
City Hotel,113.56
City Hotel,86.36
City Hotel,168.3
City Hotel,114.3
City Hotel,151.0
City Hotel,152.1
City Hotel,103.5
City Hotel,171.0
City Hotel,103.5
City Hotel,103.5
City Hotel,103.5
City Hotel,114.3
City Hotel,114.3
City Hotel,114.3
City Hotel,99.45
City Hotel,130.05
City Hotel,93.25
City Hotel,93.25
City Hotel,93.25
City Hotel,97.75
City Hotel,93.25
City Hotel,99.45
City Hotel,214.76
City Hotel,114.3
City Hotel,117.9
City Hotel,98.0
City Hotel,117.9
City Hotel,99.28
City Hotel,171.0
City Hotel,146.7
City Hotel,130.5
City Hotel,177.3
City Hotel,114.3
City Hotel,146.7
City Hotel,108.9
City Hotel,114.3
City Hotel,99.0
City Hotel,134.1
City Hotel,139.0
City Hotel,151.0
City Hotel,158.95
City Hotel,99.45
City Hotel,90.95
City Hotel,237.6
City Hotel,90.95
City Hotel,80.75
City Hotel,80.75
City Hotel,107.95
City Hotel,139.0
City Hotel,167.95
City Hotel,155.7
City Hotel,108.45
City Hotel,168.3
City Hotel,65.0
City Hotel,168.3
City Hotel,65.0
City Hotel,139.0
City Hotel,189.0
City Hotel,207.9
City Hotel,125.1
City Hotel,176.7
City Hotel,140.4
City Hotel,96.3
City Hotel,96.3
City Hotel,159.3
City Hotel,103.5
City Hotel,103.5
City Hotel,114.3
City Hotel,96.3
City Hotel,135.9
City Hotel,114.3
City Hotel,166.4
City Hotel,135.9
City Hotel,194.85
City Hotel,127.8
City Hotel,97.75
City Hotel,99.45
City Hotel,99.45
City Hotel,97.75
City Hotel,198.0
City Hotel,114.75
City Hotel,207.9
City Hotel,146.7
City Hotel,72.25
City Hotel,198.0
City Hotel,80.75
City Hotel,158.95
City Hotel,99.95
City Hotel,114.3
City Hotel,152.1
City Hotel,119.7
City Hotel,114.3
City Hotel,146.7
City Hotel,114.3
City Hotel,158.95
City Hotel,90.95
City Hotel,108.9
City Hotel,99.45
City Hotel,116.0
City Hotel,150.3
City Hotel,120.69
City Hotel,165.6
City Hotel,101.15
City Hotel,72.25
City Hotel,151.0
City Hotel,97.75
City Hotel,112.0
City Hotel,96.9
City Hotel,96.3
City Hotel,137.7
City Hotel,130.5
City Hotel,137.7
City Hotel,112.0
City Hotel,151.0
City Hotel,89.25
City Hotel,114.3
City Hotel,99.95
City Hotel,108.45
City Hotel,150.3
City Hotel,90.95
City Hotel,103.5
City Hotel,97.75
City Hotel,80.75
City Hotel,247.0
City Hotel,134.25
City Hotel,162.0
City Hotel,168.3
City Hotel,166.0
City Hotel,149.4
City Hotel,204.3
City Hotel,125.1
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,135.9
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,118.8
City Hotel,90.9
City Hotel,65.0
City Hotel,65.0
City Hotel,96.3
City Hotel,65.0
City Hotel,65.0
City Hotel,125.1
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,103.5
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,65.0
City Hotel,86.75
City Hotel,86.5
City Hotel,89.25
City Hotel,80.75
City Hotel,122.4
City Hotel,114.3
City Hotel,118.15
City Hotel,99.45
City Hotel,89.25
City Hotel,112.2
City Hotel,112.2
City Hotel,59.0
City Hotel,139.0
City Hotel,108.9
City Hotel,135.9
City Hotel,95.62
City Hotel,86.63
City Hotel,59.0
City Hotel,103.5
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,86.62
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,86.63
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,96.3
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,62.0
City Hotel,146.7
City Hotel,139.5
City Hotel,231.0
City Hotel,80.75
City Hotel,186.3
City Hotel,99.45
City Hotel,112.2
City Hotel,85.0
City Hotel,103.5
City Hotel,112.2
City Hotel,130.05
City Hotel,97.56
City Hotel,80.0
City Hotel,80.0
City Hotel,80.0
City Hotel,94.95
City Hotel,80.0
City Hotel,80.0
City Hotel,80.0
City Hotel,80.0
City Hotel,80.0
City Hotel,80.0
City Hotel,96.3
City Hotel,156.0
City Hotel,140.4
City Hotel,150.3
City Hotel,85.5
City Hotel,96.3
City Hotel,96.3
City Hotel,146.7
City Hotel,207.9
City Hotel,130.5
City Hotel,117.9
City Hotel,127.8
City Hotel,134.1
City Hotel,69.33
City Hotel,146.7
City Hotel,80.75
City Hotel,72.75
City Hotel,130.05
City Hotel,159.3
City Hotel,90.95
City Hotel,96.62
City Hotel,128.92
City Hotel,140.76
City Hotel,212.4
City Hotel,139.0
City Hotel,123.3
City Hotel,121.5
City Hotel,114.3
City Hotel,121.5
City Hotel,149.0
City Hotel,207.9
City Hotel,207.9
City Hotel,105.3
City Hotel,96.0
City Hotel,96.0
City Hotel,94.5
City Hotel,96.0
City Hotel,96.0
City Hotel,105.3
City Hotel,105.3
City Hotel,121.5
City Hotel,103.5
City Hotel,105.3
City Hotel,105.3
City Hotel,96.0
City Hotel,216.9
City Hotel,107.1
City Hotel,105.3
City Hotel,105.3
City Hotel,207.0
City Hotel,114.3
City Hotel,96.0
City Hotel,114.3
City Hotel,96.0
City Hotel,105.3
City Hotel,103.5
City Hotel,96.0
City Hotel,96.0
City Hotel,96.0
City Hotel,105.3
City Hotel,105.3
City Hotel,114.3
