hotel,tipo,adr
City Hotel,work,90.0
City Hotel,work,120.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,240.0
City Hotel,work,295.0
City Hotel,work,125.1
City Hotel,work,190.0
City Hotel,work,295.0
City Hotel,work,99.0
City Hotel,work,107.1
City Hotel,work,162.0
City Hotel,work,107.1
City Hotel,work,198.0
City Hotel,work,162.0
City Hotel,work,168.0
City Hotel,work,107.1
City Hotel,work,137.25
City Hotel,work,139.5
City Hotel,work,134.55
City Hotel,work+rest,142.17
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,12.0
City Hotel,work,12.0
City Hotel,work,99.0
City Hotel,work,12.0
City Hotel,work,99.0
City Hotel,work,12.0
City Hotel,work,99.0
City Hotel,work,171.0
City Hotel,work,99.0
City Hotel,work,108.0
City Hotel,work,99.0
City Hotel,work,99.0
City Hotel,work,12.0
City Hotel,work,109.8
City Hotel,work,109.8
City Hotel,work,109.8
City Hotel,work,99.0
City Hotel,work,109.8
City Hotel,work,108.0
City Hotel,work,12.0
City Hotel,work,171.0
City Hotel,work,153.0
City Hotel,work,99.0
City Hotel,work,193.5
City Hotel,work,134.67
City Hotel,work,99.0
City Hotel,work,108.95
City Hotel,work,193.5
City Hotel,work,99.0
City Hotel,work,123.3
City Hotel,work,108.95
City Hotel,work,198.0
City Hotel,work,99.0
City Hotel,work,198.0
City Hotel,work,180.5
City Hotel,work,99.0
City Hotel,work,99.0
City Hotel,work,157.46
City Hotel,work,118.35
City Hotel,work,99.45
City Hotel,work,108.0
City Hotel,work,107.1
City Hotel,work,125.1
City Hotel,work,110.25
City Hotel,work,157.5
City Hotel,work,108.0
City Hotel,work,157.5
City Hotel,work,250.0
City Hotel,work,198.0
City Hotel,work,157.44
City Hotel,work,125.1
City Hotel,work,157.5
City Hotel,work,157.5
City Hotel,work,157.5
City Hotel,work,99.45
City Hotel,work,125.1
City Hotel,work,133.2
City Hotel,work,99.45
City Hotel,work,266.96
City Hotel,work,107.1
City Hotel,work,157.45
City Hotel,work,138.77
City Hotel,work,138.6
City Hotel,work,107.1
City Hotel,work,157.5
City Hotel,work,157.5
City Hotel,work,99.45
City Hotel,work,138.6
City Hotel,work,138.77
City Hotel,work,107.1
City Hotel,work,107.1
City Hotel,work,107.33
City Hotel,work,109.8
City Hotel,work,125.1
City Hotel,work,107.1
City Hotel,work,107.1
City Hotel,work,109.8
City Hotel,work,107.1
City Hotel,work,127.75
City Hotel,work,317.5
City Hotel,work,108.0
City Hotel,work,99.45
City Hotel,work,138.6
City Hotel,work,99.45
City Hotel,work,107.1
City Hotel,work,107.1
City Hotel,work,107.1
City Hotel,work+rest,89.1
City Hotel,work+rest,144.2
City Hotel,work+rest,186.75
City Hotel,work,142.2
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,219.0
City Hotel,work,102.04
City Hotel,work,115.0
City Hotel,work,160.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work,102.04
City Hotel,work,107.1
City Hotel,work,125.1
City Hotel,work,140.25
City Hotel,work,115.0
City Hotel,work,138.6
City Hotel,work,135.0
City Hotel,work,198.0
City Hotel,work,115.0
City Hotel,work,138.6
City Hotel,work,107.1
City Hotel,work,153.9
City Hotel,work,171.0
City Hotel,work,115.0
City Hotel,work,115.0
City Hotel,work,102.04
City Hotel,work,96.33
City Hotel,work,125.1
City Hotel,work,138.6
City Hotel,work,162.0
City Hotel,work,197.1
City Hotel,work,138.6
City Hotel,work,115.0
City Hotel,work,119.0
City Hotel,work,144.0
City Hotel,work,139.5
City Hotel,work,102.04
City Hotel,work,138.9
City Hotel,work,115.0
City Hotel,work,132.6
City Hotel,work,138.6
City Hotel,work,157.5
City Hotel,work,102.04
City Hotel,work,132.6
City Hotel,work,139.5
City Hotel,work,115.0
City Hotel,work,129.0
City Hotel,work+rest,125.1
City Hotel,work+rest,138.6
City Hotel,work+rest,123.3
City Hotel,work+rest,107.1
City Hotel,work+rest,107.1
City Hotel,work+rest,125.1
City Hotel,work+rest,125.1
City Hotel,work+rest,129.6
City Hotel,rest,126.0
City Hotel,work,160.0
City Hotel,work,160.0
City Hotel,work,160.0
City Hotel,work,230.0
City Hotel,work,160.0
City Hotel,work,160.0
City Hotel,work,230.0
City Hotel,work,160.0
City Hotel,work,230.0
City Hotel,work,230.0
City Hotel,work,160.0
City Hotel,work,190.0
City Hotel,work,126.0
City Hotel,work,126.0
City Hotel,work,107.1
City Hotel,work,126.0
City Hotel,work,280.0
City Hotel,work,126.0
City Hotel,work+rest,140.0
City Hotel,work+rest,140.0
City Hotel,work+rest,107.1
City Hotel,work+rest,140.0
City Hotel,work+rest,107.1
City Hotel,work+rest,107.1
City Hotel,work+rest,113.4
City Hotel,work+rest,140.0
City Hotel,work+rest,136.0
City Hotel,work+rest,130.67
City Hotel,work+rest,142.1
City Hotel,work+rest,126.0
City Hotel,work+rest,160.0
City Hotel,work+rest,107.1
City Hotel,work+rest,107.1
City Hotel,work+rest,112.0
City Hotel,work+rest,140.0
City Hotel,work+rest,140.0
City Hotel,work+rest,85.0
City Hotel,work+rest,140.0
City Hotel,work+rest,140.0
City Hotel,work+rest,107.1
City Hotel,work+rest,140.0
City Hotel,work+rest,140.0
City Hotel,work+rest,140.0
City Hotel,work+rest,135.0
City Hotel,work+rest,107.1
City Hotel,work+rest,140.0
City Hotel,work+rest,149.33
City Hotel,work+rest,112.0
City Hotel,work+rest,140.0
City Hotel,work+rest,140.0
City Hotel,work+rest,107.1
City Hotel,work+rest,160.0
City Hotel,work+rest,126.0
City Hotel,work+rest,140.0
City Hotel,work+rest,107.1
City Hotel,work+rest,140.0
City Hotel,work+rest,107.1
City Hotel,work+rest,175.5
City Hotel,work+rest,140.0
City Hotel,work+rest,140.0
City Hotel,work+rest,107.1
City Hotel,work+rest,126.0
City Hotel,work+rest,108.0
City Hotel,work+rest,160.0
City Hotel,work+rest,108.0
City Hotel,work,185.0
City Hotel,work,144.0
City Hotel,work,153.0
City Hotel,work,190.0
City Hotel,work,108.0
City Hotel,work+rest,126.9
City Hotel,work+rest,100.0
City Hotel,work+rest,133.0
City Hotel,work+rest,234.0
City Hotel,work+rest,100.0
City Hotel,work+rest,100.0
City Hotel,work+rest,107.1
City Hotel,work+rest,133.0
City Hotel,work+rest,100.0
City Hotel,work+rest,114.0
City Hotel,work+rest,230.0
City Hotel,work+rest,100.0
City Hotel,work+rest,119.0
City Hotel,work+rest,89.1
City Hotel,work+rest,125.1
City Hotel,work+rest,189.0
City Hotel,work+rest,162.0
City Hotel,work+rest,270.0
City Hotel,work+rest,119.0
City Hotel,work+rest,198.0
City Hotel,work+rest,138.6
City Hotel,work+rest,165.75
City Hotel,work+rest,220.5
City Hotel,work+rest,198.0
City Hotel,work+rest,144.0
City Hotel,work+rest,126.0
City Hotel,work+rest,198.0
City Hotel,work+rest,119.52
City Hotel,work+rest,183.6
City Hotel,work+rest,119.52
City Hotel,work+rest,123.81
City Hotel,weekend,170.0
City Hotel,weekend,160.0
City Hotel,weekend,139.5
City Hotel,weekend,139.5
City Hotel,weekend,140.0
City Hotel,weekend,139.5
City Hotel,weekend,139.5
City Hotel,weekend,160.0
City Hotel,weekend,170.0
City Hotel,work+rest,140.0
City Hotel,work+rest,162.0
City Hotel,work+rest,150.0
City Hotel,work+rest,146.67
City Hotel,work+rest,126.0
City Hotel,work+rest,214.67
City Hotel,work+rest,207.0
City Hotel,work+rest,126.67
City Hotel,work+rest,99.0
City Hotel,work+rest,99.0
City Hotel,work+rest,196.67
City Hotel,work+rest,99.0
City Hotel,work+rest,153.0
City Hotel,work+rest,148.5
City Hotel,work+rest,140.0
City Hotel,work+rest,99.0
City Hotel,work+rest,99.0
City Hotel,work+rest,99.0
City Hotel,work+rest,99.0
City Hotel,work+rest,99.0
City Hotel,work+rest,99.0
City Hotel,work+rest,99.0
City Hotel,work+rest,99.0
City Hotel,work+rest,99.0
City Hotel,work+rest,99.0
City Hotel,work+rest,153.0
City Hotel,work+rest,99.0
City Hotel,work+rest,99.0
City Hotel,work+rest,99.0
City Hotel,work+rest,89.1
City Hotel,work+rest,130.0
City Hotel,work+rest,130.0
City Hotel,work+rest,130.0
City Hotel,work+rest,89.1
City Hotel,work+rest,130.0
City Hotel,work+rest,130.0
City Hotel,work+rest,130.0
City Hotel,work+rest,130.0
City Hotel,work+rest,130.0
City Hotel,work+rest,130.0
City Hotel,work+rest,130.0
City Hotel,work+rest,130.0
City Hotel,work+rest,130.0
City Hotel,work+rest,130.0
City Hotel,work+rest,130.0
City Hotel,work+rest,130.0
City Hotel,work+rest,130.0
City Hotel,work+rest,157.33
City Hotel,work+rest,135.33
City Hotel,work+rest,89.1
City Hotel,weekend,140.0
City Hotel,weekend,140.0
City Hotel,weekend,89.0
City Hotel,weekend,12.0
City Hotel,weekend,140.0
City Hotel,work+rest,140.0
City Hotel,work+rest,140.0
City Hotel,work+rest,270.0
City Hotel,work+rest,124.67
City Hotel,work+rest,89.1
City Hotel,work+rest,126.0
City Hotel,work+rest,112.0
City Hotel,work+rest,215.0
City Hotel,work+rest,108.0
City Hotel,work+rest,160.0
City Hotel,work+rest,114.8
City Hotel,work+rest,135.0
City Hotel,work+rest,126.0
City Hotel,work+rest,145.8
City Hotel,work+rest,111.6
City Hotel,work+rest,138.6
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,126.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,100.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,143.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,130.0
City Hotel,work,125.1
City Hotel,work,89.1
City Hotel,work,130.67
City Hotel,work,98.1
City Hotel,work,132.0
City Hotel,work,114.0
City Hotel,work,120.7
City Hotel,work,120.7
City Hotel,work,125.1
City Hotel,work,89.1
City Hotel,work,165.0
City Hotel,work,130.67
City Hotel,work,121.5
City Hotel,work,258.0
City Hotel,work,170.0
City Hotel,work,95.0
City Hotel,work,160.0
City Hotel,work,135.0
City Hotel,work,135.0
City Hotel,work,135.0
City Hotel,work,135.0
City Hotel,work,135.0
City Hotel,work,135.0
City Hotel,work,229.0
City Hotel,work,135.0
City Hotel,work,135.0
City Hotel,work,230.0
City Hotel,work,126.0
City Hotel,work,135.0
City Hotel,work,135.0
City Hotel,work,210.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,132.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,112.67
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,168.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,154.67
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,189.0
City Hotel,work,90.0
City Hotel,work,148.05
City Hotel,work,163.8
City Hotel,work,117.0
City Hotel,work+rest,123.3
City Hotel,work,108.0
City Hotel,work,100.0
City Hotel,work,139.5
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,170.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,144.0
City Hotel,work,144.0
City Hotel,work,117.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,180.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,180.0
City Hotel,work,153.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,140.0
City Hotel,work,140.0
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,120.0
City Hotel,work,138.0
City Hotel,work,174.6
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,157.5
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,147.0
City Hotel,work,210.0
City Hotel,work,168.55
City Hotel,work,174.6
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,133.33
City Hotel,work,110.0
City Hotel,work,203.33
City Hotel,work,210.0
City Hotel,work,250.0
City Hotel,work,174.6
City Hotel,work,110.0
City Hotel,work,120.0
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,133.33
City Hotel,work+rest,138.6
City Hotel,work+rest,150.3
City Hotel,work+rest,240.0
City Hotel,work+rest,107.1
City Hotel,work+rest,140.0
City Hotel,work+rest,184.5
City Hotel,work+rest,138.6
City Hotel,work+rest,174.6
City Hotel,work+rest,212.4
City Hotel,work+rest,200.7
City Hotel,work+rest,139.5
City Hotel,rest,143.57
City Hotel,work,140.0
City Hotel,work,140.0
City Hotel,work,126.0
City Hotel,work,193.5
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,160.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,144.0
City Hotel,work,180.0
City Hotel,work,160.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,126.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,126.0
City Hotel,work,100.0
City Hotel,work,144.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work+rest,105.0
City Hotel,work+rest,105.0
City Hotel,work+rest,130.0
City Hotel,work+rest,105.0
City Hotel,work+rest,130.0
City Hotel,work+rest,130.0
City Hotel,work+rest,200.0
City Hotel,work+rest,130.0
City Hotel,work+rest,130.0
City Hotel,work+rest,85.0
City Hotel,work+rest,214.2
City Hotel,work+rest,130.0
City Hotel,work+rest,105.0
City Hotel,work+rest,105.0
City Hotel,work+rest,130.0
City Hotel,work+rest,130.0
City Hotel,work+rest,105.0
City Hotel,work+rest,105.0
City Hotel,work+rest,130.0
City Hotel,work+rest,105.0
City Hotel,work+rest,105.0
City Hotel,work+rest,130.0
City Hotel,work+rest,250.0
City Hotel,work+rest,130.0
City Hotel,work+rest,130.0
City Hotel,work+rest,105.0
City Hotel,work+rest,126.0
City Hotel,work+rest,130.0
City Hotel,work+rest,130.0
City Hotel,work+rest,130.0
City Hotel,work+rest,285.0
City Hotel,work+rest,162.0
City Hotel,work+rest,193.5
City Hotel,work+rest,105.0
City Hotel,work+rest,130.0
City Hotel,work+rest,315.0
City Hotel,work+rest,180.0
City Hotel,work+rest,130.0
City Hotel,work+rest,130.0
City Hotel,work+rest,105.0
City Hotel,work+rest,126.0
City Hotel,work+rest,130.0
City Hotel,work+rest,130.0
City Hotel,work+rest,105.0
City Hotel,work+rest,126.0
City Hotel,work+rest,105.0
City Hotel,work+rest,141.0
City Hotel,work+rest,138.6
City Hotel,work+rest,170.0
City Hotel,work+rest,140.0
City Hotel,work,90.0
City Hotel,work,212.8
City Hotel,work+rest,100.25
City Hotel,work,144.0
City Hotel,work+rest,170.0
City Hotel,work+rest,225.0
City Hotel,work+rest,89.1
City Hotel,work+rest,126.0
City Hotel,work+rest,90.0
City Hotel,work+rest,157.5
City Hotel,work+rest,216.0
City Hotel,work+rest,90.0
City Hotel,work+rest,90.0
City Hotel,work+rest,109.8
City Hotel,work+rest,112.67
City Hotel,work+rest,90.0
City Hotel,work+rest,138.6
City Hotel,work+rest,90.0
City Hotel,work+rest,90.0
City Hotel,work+rest,197.1
City Hotel,work+rest,90.0
City Hotel,work+rest,109.8
City Hotel,work+rest,90.0
City Hotel,work+rest,90.0
City Hotel,work+rest,90.0
City Hotel,work+rest,90.0
City Hotel,work+rest,90.0
City Hotel,work+rest,90.0
City Hotel,work+rest,90.0
City Hotel,work+rest,90.0
City Hotel,work+rest,90.0
City Hotel,work+rest,112.67
City Hotel,work+rest,109.8
City Hotel,work+rest,90.0
City Hotel,work+rest,90.0
City Hotel,work+rest,90.0
City Hotel,work+rest,112.67
City Hotel,work+rest,90.0
City Hotel,work+rest,89.1
City Hotel,work+rest,129.5
City Hotel,work+rest,180.0
City Hotel,work+rest,170.0
City Hotel,work+rest,149.5
City Hotel,work+rest,180.0
City Hotel,work+rest,170.0
City Hotel,work+rest,144.0
City Hotel,work+rest,162.0
City Hotel,work+rest,138.6
City Hotel,work+rest,168.75
City Hotel,work+rest,140.0
City Hotel,work+rest,98.1
City Hotel,work+rest,109.8
City Hotel,weekend,89.1
City Hotel,weekend,170.0
City Hotel,weekend,95.0
City Hotel,weekend,160.0
City Hotel,weekend,140.0
City Hotel,work+rest,165.0
City Hotel,work+rest,178.2
City Hotel,work+rest,144.0
City Hotel,work+rest,149.33
City Hotel,work+rest,95.0
City Hotel,work+rest,117.0
City Hotel,work+rest,120.0
City Hotel,work+rest,120.0
City Hotel,work+rest,120.0
City Hotel,work+rest,120.0
City Hotel,work+rest,75.0
City Hotel,work+rest,120.0
City Hotel,work+rest,120.0
City Hotel,work+rest,120.0
City Hotel,work+rest,120.0
City Hotel,work+rest,120.0
City Hotel,work+rest,68.88
City Hotel,work+rest,120.0
City Hotel,work+rest,120.0
City Hotel,work+rest,135.0
City Hotel,work+rest,120.0
City Hotel,work+rest,120.0
City Hotel,work+rest,120.0
City Hotel,work+rest,120.0
City Hotel,work+rest,75.0
City Hotel,work+rest,120.0
City Hotel,work+rest,189.0
City Hotel,work+rest,120.0
City Hotel,work+rest,120.0
City Hotel,work+rest,144.0
City Hotel,work+rest,195.0
City Hotel,work+rest,156.6
City Hotel,work+rest,158.0
City Hotel,weekend,120.0
City Hotel,weekend,120.0
City Hotel,work+rest,126.0
City Hotel,work+rest,140.0
City Hotel,work+rest,144.0
City Hotel,work+rest,126.0
City Hotel,work+rest,130.0
City Hotel,work+rest,126.0
City Hotel,work+rest,130.0
City Hotel,work+rest,89.1
City Hotel,work+rest,170.0
City Hotel,work+rest,107.1
City Hotel,work+rest,146.67
City Hotel,work+rest,158.67
City Hotel,work+rest,148.5
City Hotel,work+rest,159.33
City Hotel,work+rest,160.0
City Hotel,work+rest,125.0
City Hotel,work+rest,125.0
City Hotel,work+rest,136.75
City Hotel,work+rest,145.0
City Hotel,work+rest,200.0
City Hotel,work+rest,125.0
City Hotel,work+rest,126.0
City Hotel,work+rest,140.0
City Hotel,work+rest,250.0
City Hotel,work+rest,138.06
City Hotel,work+rest,250.0
City Hotel,work+rest,126.0
City Hotel,work+rest,144.0
City Hotel,work+rest,126.0
City Hotel,work+rest,196.0
City Hotel,work+rest,126.0
City Hotel,work+rest,130.0
City Hotel,work+rest,141.0
City Hotel,work+rest,106.35
City Hotel,work+rest,106.35
City Hotel,rest,153.0
City Hotel,rest,126.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,130.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,140.0
City Hotel,work,90.0
City Hotel,work,140.0
City Hotel,work,140.0
City Hotel,work,90.0
City Hotel,work,90.0
City Hotel,work,120.0
City Hotel,work,190.0
City Hotel,work,150.0
City Hotel,work,120.0
City Hotel,work,90.0
City Hotel,work,107.1
City Hotel,work,144.0
City Hotel,work,170.0
City Hotel,work,144.0
City Hotel,work,150.0
City Hotel,work,129.5
City Hotel,work,144.0
City Hotel,work,129.5
City Hotel,work,157.5
City Hotel,work,210.0
City Hotel,work+rest,128.57
City Hotel,work+rest,137.14
City Hotel,rest,259.88
City Hotel,rest,289.88
City Hotel,rest,193.5
City Hotel,work+rest,134.0
City Hotel,work,130.0
City Hotel,work,166.5
City Hotel,work,166.5
City Hotel,work,150.0
City Hotel,work,110.0
City Hotel,work,159.0
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,95.0
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,150.0
City Hotel,work,166.5
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,166.5
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,166.5
City Hotel,work,110.0
City Hotel,work,166.5
City Hotel,work,110.0
City Hotel,work,166.5
City Hotel,work,89.1
City Hotel,work,110.0
City Hotel,work,166.5
City Hotel,work,166.5
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,110.0
City Hotel,work,150.0
City Hotel,work,126.67
City Hotel,work,89.1
City Hotel,work,130.67
City Hotel,work,131.4
City Hotel,work,126.67
City Hotel,work,117.0
City Hotel,work,119.03
City Hotel,work,126.0
City Hotel,work,151.43
City Hotel,work+rest,139.6
City Hotel,work+rest,123.04
City Hotel,work+rest,178.2
City Hotel,work,119.2
City Hotel,work,119.2
City Hotel,work,144.0
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,160.0
City Hotel,work,144.0
City Hotel,work,100.0
City Hotel,work,120.0
City Hotel,work,100.0
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,240.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,230.0
City Hotel,work,89.1
City Hotel,work,100.0
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,193.5
City Hotel,work,135.33
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,140.0
City Hotel,work,120.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,100.0
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,100.0
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,120.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,162.0
City Hotel,work,99.0
City Hotel,work,99.0
City Hotel,work,99.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,99.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,189.0
City Hotel,work,154.67
City Hotel,work,153.0
City Hotel,work,170.0
City Hotel,work,180.0
City Hotel,work,99.0
City Hotel,work,99.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,157.5
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,180.0
City Hotel,work,170.0
City Hotel,work,208.0
City Hotel,work,140.0
City Hotel,work,162.0
City Hotel,work,149.33
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,180.0
City Hotel,work,99.0
City Hotel,work,99.0
City Hotel,work,126.67
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,193.5
City Hotel,work,135.33
City Hotel,work,162.0
City Hotel,work,149.33
City Hotel,work,170.0
City Hotel,work,214.67
City Hotel,work,153.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,170.0
City Hotel,work,180.0
City Hotel,work,153.0
City Hotel,work,236.67
City Hotel,work,189.0
City Hotel,work,135.33
